Joint 0 dyn,Joint 0 lin,Joint 0 diff,Joint 1 dyn,Joint 1 lin,Joint 1 diff,Joint 2 dyn,Joint 2 lin,Joint 2 diff,Joint 3 dyn,Joint 3 lin,Joint 3 diff,Joint 4 dyn,Joint 4 lin,Joint 4 diff,Joint 5 dyn,Joint 5 lin,Joint 5 diff,Joint 6 dyn,Joint 6 lin,Joint 6 diff,Cube X dyn,Cube X lin,Cube X diff,Cube Y dyn,Cube Y lin,Cube Y diff,Cube rot dyn,Cube rot lin,Cube rot diff,Joint 0 vel dyn,Joint 0 vel lin,Joint 0 vel diff,Joint 1 vel dyn,Joint 1 vel lin,Joint 1 vel diff,Joint 2 vel dyn,Joint 2 vel lin,Joint 2 vel diff,Joint 3 vel dyn,Joint 3 vel lin,Joint 3 vel diff,Joint 4 vel dyn,Joint 4 vel lin,Joint 4 vel diff,Joint 5 vel dyn,Joint 5 vel lin,Joint 5 vel diff,Joint 6 vel dyn,Joint 6 vel lin,Joint 6 vel diff,Cube X  vel dyn,Cube X vel lin,Cube X vel diff,Cube Y vel dyn,Cube Y vel lin,Cube Y vel diff,Cube rot vel dyn,Cube rot vel lin,Cube rot vel diff
-0.112153,-0.112153,1.20276e-08,-0.121362,-0.121362,1.60309e-08,0.0681647,0.0681647,1.27309e-08,-2.80692,-2.80692,3.66554e-07,-0.0196348,-0.0196348,-3.29935e-08,1.20332,1.20332,-1.74412e-07,-0.00106084,-0.00106085,-2.55261e-09,0.457354,0.457354,-7.99331e-08,0.0017893,0.00178929,-1.21112e-08,0.238144,0.238141,-2.21554e-06,0.00283899,0.00283036,-8.63039e-06,0.0207677,0.0207709,3.16304e-06,0.00306071,0.00306476,4.05236e-06,0.0752223,0.075233,1.06395e-05,-0.00517171,-0.00521358,-4.18717e-05,-0.0682947,-0.0685592,-0.000264528,-0.000609364,-0.000633634,-2.42696e-05,0.0172153,0.0173796,0.000164362,0.00173526,0.00175162,1.63539e-05,0.0637099,0.0664677,0.00275774,
-0.112147,-0.112147,9.35975e-09,-0.121321,-0.121321,2.49674e-08,0.0681708,0.0681708,1.14089e-08,-2.80677,-2.80677,3.59948e-07,-0.0196451,-0.0196452,-5.13049e-08,1.20319,1.20319,-4.5399e-07,-0.00106206,-0.00106208,-1.45699e-08,0.457388,0.457389,2.39388e-07,0.00179276,0.00179278,1.90904e-08,0.23827,0.238273,3.08094e-06,0.00283912,0.00284976,1.06361e-05,0.0207817,0.0207875,5.78603e-06,0.00306094,0.00305473,-6.20395e-06,0.0752097,0.0751884,-2.12973e-05,-0.00516859,-0.00511129,5.72942e-05,-0.0682684,-0.0681355,0.000132829,-0.000607961,-0.000612767,-4.80539e-06,0.0171747,0.0171705,-4.16575e-06,0.00173257,0.00173187,-6.98859e-07,0.0631331,0.0630329,-0.000100206,
-0.112142,-0.112142,1.11222e-08,-0.121279,-0.121279,2.83804e-08,0.068177,0.068177,1.1552e-08,-2.80662,-2.80662,3.48905e-07,-0.0196555,-0.0196555,-2.88454e-08,1.20305,1.20305,-3.40113e-07,-0.00106328,-0.00106328,-4.83652e-09,0.457423,0.457423,2.19987e-07,0.00179622,0.00179624,1.65184e-08,0.238395,0.238397,2.6803e-06,0.00283911,0.00284122,2.10296e-06,0.0207951,0.0207992,4.10433e-06,0.00306106,0.00306086,-1.94008e-07,0.0751983,0.0751881,-1.01965e-05,-0.00516762,-0.00514284,2.47794e-05,-0.0682611,-0.0681932,6.79288e-05,-0.000608159,-0.00061598,-7.82037e-06,0.0171396,0.0171339,-5.61468e-06,0.00173046,0.00172987,-5.94695e-07,0.0626567,0.0625553,-0.000101428,
-0.112136,-0.112136,1.15102e-08,-0.121238,-0.121238,3.00883e-08,0.0681831,0.0681831,1.18818e-08,-2.80647,-2.80646,3.46543e-07,-0.0196658,-0.0196658,-2.44136e-08,1.20291,1.20291,-2.82984e-07,-0.00106449,-0.0010645,-6.35599e-10,0.457457,0.457457,1.97711e-07,0.00179968,0.0017997,1.43603e-08,0.238519,0.238521,2.29702e-06,0.00283905,0.00284011,1.05907e-06,0.0208083,0.0208113,3.08016e-06,0.00306112,0.0030612,8.09147e-08,0.0751868,0.0751811,-5.68957e-06,-0.00516671,-0.0051522,1.45171e-05,-0.0682634,-0.0682262,3.71983e-05,-0.00060886,-0.000622212,-1.33517e-05,0.01711,0.0171044,-5.59726e-06,0.00172885,0.00172836,-4.90444e-07,0.0622707,0.0621795,-9.1236e-05,
-0.11213,-0.11213,1.1679e-08,-0.121196,-0.121196,3.06753e-08,0.0681892,0.0681892,1.20848e-08,-2.80631,-2.80631,3.47473e-07,-0.0196761,-0.0196762,-2.5051e-08,1.20278,1.20278,-2.54967e-07,-0.00106571,-0.00106571,4.59175e-10,0.457491,0.457491,1.76641e-07,0.00180314,0.00180315,1.25532e-08,0.238642,0.238644,1.96068e-06,0.00283895,0.00283983,8.82192e-07,0.0208214,0.0208239,2.48015e-06,0.00306114,0.00306119,5.37074e-08,0.0751749,0.0751709,-4.03931e-06,-0.00516542,-0.00515365,1.17693e-05,-0.0682702,-0.0682473,2.28372e-05,-0.000609608,-0.000625167,-1.55587e-05,0.0170854,0.0170804,-5.00201e-06,0.00172764,0.00172722,-4.18031e-07,0.0619618,0.0618841,-7.7663e-05,
-0.112125,-0.112125,1.17974e-08,-0.121154,-0.121154,3.05835e-08,0.0681953,0.0681953,1.22339e-08,-2.80616,-2.80616,3.49361e-07,-0.0196865,-0.0196865,-2.65476e-08,1.20264,1.20264,-2.42064e-07,-0.00106693,-0.00106693,3.4279e-10,0.457525,0.457525,1.58282e-07,0.00180659,0.0018066,1.1008e-08,0.238766,0.238767,1.67812e-06,0.00283883,0.00283972,8.92962e-07,0.0208346,0.0208368,2.15745e-06,0.00306112,0.00306113,1.07536e-08,0.0751625,0.0751588,-3.6181e-06,-0.00516377,-0.00515226,1.15127e-05,-0.0682789,-0.0682624,1.64709e-05,-0.000610252,-0.000626183,-1.59305e-05,0.017065,0.0170608,-4.23301e-06,0.0017268,0.00172644,-3.58726e-07,0.0617165,0.0616523,-6.41097e-05,
-0.112119,-0.112119,1.18934e-08,-0.121113,-0.121113,3.01208e-08,0.0682014,0.0682015,1.23519e-08,-2.80601,-2.80601,3.5125e-07,-0.0196968,-0.0196968,-2.77337e-08,1.2025,1.2025,-2.37039e-07,-0.00106816,-0.00106816,-1.28621e-10,0.457559,0.457559,1.42976e-07,0.00181004,0.00181005,9.68819e-09,0.238888,0.23889,1.44677e-06,0.00283868,0.00283963,9.50143e-07,0.020848,0.0208501,2.01053e-06,0.00306108,0.00306105,-3.69156e-08,0.0751496,0.0751459,-3.69465e-06,-0.00516188,-0.00514992,1.19577e-05,-0.0682882,-0.0682742,1.40168e-05,-0.000610765,-0.000626371,-1.56058e-05,0.017048,0.0170445,-3.46745e-06,0.00172625,0.00172595,-3.04614e-07,0.0615226,0.0614707,-5.18993e-05,
-0.112113,-0.112113,1.38885e-08,-0.121071,-0.121071,1.88652e-08,0.0682076,0.0682076,1.31202e-08,-2.80586,-2.80586,3.5947e-07,-0.0197071,-0.0197071,-1.34659e-08,1.20237,1.20237,-3.10434e-08,-0.00106939,-0.00106938,7.1684e-09,0.457594,0.457594,-1.47175e-07,0.00181352,0.0018135,-1.80859e-08,0.239015,0.239012,-3.36153e-06,0.00283756,0.00283953,1.97268e-06,0.0208669,0.0208636,-3.34164e-06,0.00306069,0.00306094,2.5411e-07,0.075133,0.0751324,-6.06216e-07,-0.00516736,-0.00514737,1.9983e-05,-0.0684,-0.068284,0.000115977,-0.000615059,-0.000626257,-1.11978e-05,0.0171726,0.017031,-0.000141652,0.00173929,0.0017257,-1.35856e-05,0.063681,0.0613283,-0.00235274,
-0.112108,-0.112107,1.19021e-08,-0.121029,-0.121029,1.47172e-08,0.0682137,0.0682137,1.26422e-08,-2.80571,-2.80571,3.68293e-07,-0.0197174,-0.0197175,-3.38971e-08,1.20223,1.20223,-1.80687e-07,-0.00107061,-0.00107061,-3.73022e-09,0.457628,0.457628,-1.01661e-07,0.00181699,0.00181698,-1.35742e-08,0.239141,0.239139,-2.55627e-06,0.0028384,0.00283045,-7.95031e-06,0.0208825,0.0208858,3.32594e-06,0.00306088,0.00306458,3.69408e-06,0.0751157,0.0751254,9.72926e-06,-0.00515528,-0.00519451,-3.92364e-05,-0.0683349,-0.0685947,-0.000259825,-0.000610139,-0.000633545,-2.34061e-05,0.0171334,0.0172975,0.000164049,0.00173654,0.00175235,1.58078e-05,0.0630928,0.0658433,0.00275047,
-0.112102,-0.112102,9.37183e-09,-0.120987,-0.120987,2.3759e-08,0.0682198,0.0682198,1.13706e-08,-2.80556,-2.80556,3.60828e-07,-0.0197277,-0.0197278,-5.08902e-08,1.20209,1.20209,-4.59293e-07,-0.00107182,-0.00107184,-1.54453e-08,0.457662,0.457662,2.19819e-07,0.00182046,0.00182048,1.68149e-08,0.239266,0.239269,2.76735e-06,0.00283855,0.00284893,1.03802e-05,0.0208969,0.0209028,5.91156e-06,0.00306112,0.00305511,-6.01419e-06,0.0751028,0.0750811,-2.17081e-05,-0.0051522,-0.0050949,5.72967e-05,-0.0683069,-0.0681734,0.000133451,-0.000608547,-0.000611654,-3.10733e-06,0.0170969,0.0170941,-2.76847e-06,0.00173435,0.00173379,-5.60234e-07,0.062583,0.0625036,-7.93357e-05,
-0.112096,-0.112096,1.1008e-08,-0.120946,-0.120945,2.73414e-08,0.0682259,0.0682259,1.14646e-08,-2.80541,-2.80541,3.49168e-07,-0.019738,-0.0197381,-2.8622e-08,1.20196,1.20196,-3.47723e-07,-0.00107304,-0.00107305,-5.53662e-09,0.457696,0.457696,2.05526e-07,0.00182393,0.00182394,1.47605e-08,0.23939,0.239392,2.44256e-06,0.00283858,0.00284077,2.19709e-06,0.0209106,0.0209149,4.29392e-06,0.00306127,0.00306098,-2.92884e-07,0.0750913,0.0750806,-1.06579e-05,-0.00515126,-0.00512604,2.52229e-05,-0.0682976,-0.0682279,6.97305e-05,-0.000608585,-0.000615405,-6.82073e-06,0.0170648,0.0170603,-4.44829e-06,0.00173263,0.00173215,-4.73361e-07,0.0621565,0.0620722,-8.42868e-05,
-0.11209,-0.11209,1.13375e-08,-0.120904,-0.120904,2.92844e-08,0.0682321,0.0682321,1.17364e-08,-2.80526,-2.80526,3.4625e-07,-0.0197483,-0.0197484,-2.41724e-08,1.20182,1.20182,-2.91325e-07,-0.00107426,-0.00107426,-1.21844e-09,0.45773,0.457731,1.87467e-07,0.00182739,0.0018274,1.30467e-08,0.239513,0.239515,2.12122e-06,0.00283856,0.00283973,1.16912e-06,0.0209241,0.0209273,3.29078e-06,0.00306138,0.00306136,-1.42897e-08,0.0750798,0.0750737,-6.09737e-06,-0.00515041,-0.00513543,1.49777e-05,-0.0682978,-0.0682584,3.93616e-05,-0.000609155,-0.000621689,-1.25343e-05,0.0170372,0.0170326,-4.64683e-06,0.00173129,0.0017309,-3.88689e-07,0.0618067,0.0617293,-7.7361e-05,
-0.112085,-0.112085,1.14678e-08,-0.120862,-0.120862,3.01257e-08,0.0682382,0.0682382,1.18983e-08,-2.80511,-2.80511,3.46743e-07,-0.0197586,-0.0197587,-2.47771e-08,1.20168,1.20168,-2.63242e-07,-0.00107548,-0.00107548,-1.01931e-11,0.457764,0.457765,1.6981e-07,0.00183085,0.00183086,1.16104e-08,0.239636,0.239638,1.83481e-06,0.00283852,0.0028395,9.82541e-07,0.0209374,0.0209401,2.68774e-06,0.00306145,0.00306142,-2.4182e-08,0.075068,0.0750637,-4.36635e-06,-0.00514917,-0.00513702,1.21542e-05,-0.0683026,-0.0682776,2.49965e-05,-0.000609799,-0.000624674,-1.48747e-05,0.0170139,0.0170097,-4.2407e-06,0.00173028,0.00172995,-3.33711e-07,0.0615228,0.0614563,-6.65479e-05,
-0.112079,-0.112079,1.15608e-08,-0.12082,-0.12082,3.02797e-08,0.0682443,0.0682443,1.202e-08,-2.80496,-2.80496,3.48315e-07,-0.0197689,-0.019769,-2.62626e-08,1.20155,1.20155,-2.49883e-07,-0.0010767,-0.0010767,-2.68363e-11,0.457798,0.457799,1.54167e-07,0.00183431,0.00183432,1.0371e-08,0.239758,0.23976,1.59212e-06,0.00283846,0.00283944,9.81862e-07,0.0209508,0.0209532,2.34921e-06,0.00306149,0.00306144,-5.20338e-08,0.0750558,0.0750519,-3.86574e-06,-0.00514758,-0.00513576,1.18144e-05,-0.0683095,-0.068291,1.84673e-05,-0.000610362,-0.000625729,-1.53664e-05,0.0169941,0.0169905,-3.632e-06,0.00172956,0.00172927,-2.89527e-07,0.0612938,0.0612385,-5.52853e-05,
-0.112073,-0.112073,1.16416e-08,-0.120778,-0.120778,3.004e-08,0.0682504,0.0682504,1.21215e-08,-2.80481,-2.80481,3.49993e-07,-0.0197792,-0.0197792,-2.74565e-08,1.20141,1.20141,-2.44231e-07,-0.00107792,-0.00107792,-4.16504e-10,0.457832,0.457832,1.40993e-07,0.00183777,0.00183778,9.30127e-09,0.23988,0.239882,1.39231e-06,0.00283838,0.0028394,1.02854e-06,0.0209643,0.0209665,2.1803e-06,0.00306151,0.00306142,-8.71537e-08,0.0750431,0.0750392,-3.87382e-06,-0.00514574,-0.00513355,1.21883e-05,-0.0683171,-0.0683013,1.57924e-05,-0.000610813,-0.000625956,-1.51434e-05,0.0169774,0.0169744,-2.99957e-06,0.00172909,0.00172884,-2.48384e-07,0.0611093,0.0610643,-4.49549e-05,
-0.112068,-0.112068,1.17082e-08,-0.120736,-0.120736,2.96031e-08,0.0682565,0.0682566,1.22021e-08,-2.80466,-2.80466,3.51414e-07,-0.0197895,-0.0197895,-2.81831e-08,1.20127,1.20127,-2.42601e-07,-0.00107914,-0.00107914,-8.54411e-10,0.457866,0.457866,1.30236e-07,0.00184123,0.00184123,8.39125e-09,0.240002,0.240003,1.23083e-06,0.00283828,0.00283936,1.08098e-06,0.020978,0.0209801,2.1168e-06,0.00306151,0.00306139,-1.25696e-07,0.0750301,0.0750261,-4.06613e-06,-0.00514377,-0.0051311,1.2669e-05,-0.0683248,-0.0683098,1.49947e-05,-0.000611158,-0.000625877,-1.47192e-05,0.0169629,0.0169605,-2.41774e-06,0.00172882,0.00172861,-2.09192e-07,0.0609604,0.0609244,-3.60117e-05,
-0.112062,-0.112062,1.17558e-08,-0.120694,-0.120694,2.90941e-08,0.0682627,0.0682627,1.22593e-08,-2.80451,-2.80451,3.52483e-07,-0.0197998,-0.0197998,-2.85435e-08,1.20114,1.20114,-2.43033e-07,-0.00108037,-0.00108037,-1.23707e-09,0.4579,0.4579,1.21644e-07,0.00184468,0.00184469,7.63169e-09,0.240123,0.240124,1.10213e-06,0.00283817,0.0028393,1.12755e-06,0.0209918,0.0209939,2.11609e-06,0.0030615,0.00306134,-1.6369e-07,0.0750169,0.0750126,-4.30104e-06,-0.00514175,-0.00512867,1.30788e-05,-0.0683323,-0.0683172,1.50845e-05,-0.000611417,-0.000625707,-1.42898e-05,0.0169504,0.0169485,-1.91213e-06,0.00172873,0.00172856,-1.72765e-07,0.0608398,0.0608113,-2.85025e-05,
-0.112056,-0.112056,1.17826e-08,-0.120652,-0.120652,2.85888e-08,0.0682688,0.0682688,1.2293e-08,-2.80436,-2.80436,3.53216e-07,-0.0198101,-0.0198101,-2.86737e-08,1.201,1.201,-2.44472e-07,-0.00108159,-0.00108159,-1.54429e-09,0.457934,0.457934,1.14906e-07,0.00184814,0.00184815,7.00989e-09,0.240244,0.240245,1.00073e-06,0.00283806,0.00283923,1.16653e-06,0.0210057,0.0210078,2.15055e-06,0.00306149,0.00306129,-1.98461e-07,0.0750035,0.074999,-4.521e-06,-0.00513971,-0.00512633,1.33889e-05,-0.0683393,-0.0683237,1.55636e-05,-0.000611609,-0.000625525,-1.39164e-05,0.0169394,0.0169379,-1.4865e-06,0.00172878,0.00172864,-1.39984e-07,0.0607413,0.060719,-2.23101e-05,
-0.112051,-0.112051,1.17898e-08,-0.12061,-0.12061,2.81296e-08,0.0682749,0.0682749,1.23053e-08,-2.80421,-2.80421,3.53666e-07,-0.0198203,-0.0198204,-2.8679e-08,1.20086,1.20086,-2.46351e-07,-0.00108281,-0.00108281,-1.78312e-09,0.457968,0.457968,1.09717e-07,0.0018516,0.00185161,6.51055e-09,0.240365,0.240366,9.21761e-07,0.00283796,0.00283915,1.199e-06,0.0210197,0.0210219,2.20261e-06,0.00306147,0.00306124,-2.28712e-07,0.0749901,0.0749853,-4.70655e-06,-0.00513769,-0.00512407,1.36144e-05,-0.0683458,-0.0683296,1.61836e-05,-0.000611749,-0.000625359,-1.36098e-05,0.0169294,0.0169283,-1.13514e-06,0.00172893,0.00172882,-1.11269e-07,0.0606598,0.0606426,-1.72609e-05,
-0.112045,-0.112045,1.17802e-08,-0.120568,-0.120568,2.77374e-08,0.068281,0.068281,1.22998e-08,-2.80406,-2.80406,3.53894e-07,-0.0198306,-0.0198306,-2.86268e-08,1.20073,1.20073,-2.48362e-07,-0.00108404,-0.00108404,-1.96679e-09,0.458002,0.458002,1.05798e-07,0.00185506,0.00185506,6.11743e-09,0.240486,0.240487,8.61028e-07,0.00283785,0.00283908,1.22639e-06,0.0210339,0.0210362,2.26107e-06,0.00306146,0.00306121,-2.54128e-07,0.0749765,0.0749717,-4.85452e-06,-0.00513567,-0.0051219,1.37774e-05,-0.0683518,-0.068335,1.68239e-05,-0.000611849,-0.000625213,-1.33633e-05,0.0169203,0.0169195,-8.4885e-07,0.00172917,0.00172909,-8.6642e-08,0.0605913,0.0605782,-1.31742e-05,
-0.112039,-0.112039,1.17572e-08,-0.120526,-0.120526,2.74189e-08,0.0682872,0.0682872,1.22805e-08,-2.80391,-2.80391,3.53956e-07,-0.0198409,-0.0198409,-2.85554e-08,1.20059,1.20059,-2.50342e-07,-0.00108526,-0.00108526,-2.10786e-09,0.458036,0.458036,1.0291e-07,0.00185852,0.00185852,5.81472e-09,0.240607,0.240608,8.1502e-07,0.00283775,0.002839,1.2499e-06,0.0210481,0.0210504,2.31957e-06,0.00306146,0.00306118,-2.75001e-07,0.074963,0.074958,-4.96844e-06,-0.00513368,-0.00511978,1.38972e-05,-0.0683573,-0.0683399,1.74273e-05,-0.000611919,-0.000625086,-1.3167e-05,0.0169118,0.0169112,-6.18064e-07,0.00172948,0.00172942,-6.58834e-08,0.0605326,0.0605227,-9.88767e-06,
-0.112034,-0.112034,1.17242e-08,-0.120484,-0.120484,2.71733e-08,0.0682933,0.0682933,1.22509e-08,-2.80376,-2.80376,3.53899e-07,-0.0198511,-0.0198512,-2.84836e-08,1.20045,1.20045,-2.5221e-07,-0.00108648,-0.00108649,-2.21649e-09,0.458069,0.458069,1.00848e-07,0.00186198,0.00186198,5.58775e-09,0.240728,0.240728,7.80831e-07,0.00283766,0.00283893,1.27035e-06,0.0210624,0.0210648,2.37446e-06,0.00306146,0.00306117,-2.91845e-07,0.0749495,0.0749444,-5.05387e-06,-0.00513169,-0.00511771,1.39867e-05,-0.0683624,-0.0683444,1.79702e-05,-0.000611965,-0.000624975,-1.30105e-05,0.0169037,0.0169033,-4.33716e-07,0.00172984,0.00172979,-4.86196e-08,0.0604809,0.0604737,-7.25889e-06,
-0.112028,-0.112028,1.32337e-08,-0.120442,-0.120442,1.64918e-08,0.0682994,0.0682994,1.26902e-08,-2.80361,-2.80361,3.60295e-07,-0.0198614,-0.0198614,-1.48976e-08,1.20032,1.20032,-5.50278e-08,-0.00108772,-0.00108771,5.33602e-09,0.458103,0.458103,-1.70394e-07,0.00186546,0.00186544,-1.8688e-08,0.240853,0.240849,-3.73906e-06,0.00283681,0.00283887,2.06295e-06,0.021082,0.0210792,-2.82797e-06,0.00306123,0.00306117,-6.72988e-08,0.0749327,0.0749309,-1.84786e-06,-0.00513649,-0.00511567,2.08162e-05,-0.0684665,-0.0683486,0.0001179,-0.000615811,-0.000624878,-9.06727e-06,0.0170308,0.0168956,-0.000135211,0.00174229,0.0017302,-1.20904e-05,0.0626822,0.0604291,-0.00225309,
-0.112022,-0.112022,1.13625e-08,-0.120399,-0.120399,1.30325e-08,0.0683055,0.0683055,1.21404e-08,-2.80346,-2.80346,3.6754e-07,-0.0198717,-0.0198717,-3.36546e-08,1.20018,1.20018,-2.00704e-07,-0.00108894,-0.00108894,-5.02478e-09,0.458137,0.458137,-1.17407e-07,0.00186894,0.00186893,-1.38481e-08,0.240977,0.240974,-2.82728e-06,0.00283765,0.00283106,-6.59752e-06,0.0210981,0.021102,3.91482e-06,0.00306151,0.00306453,3.02352e-06,0.0749155,0.0749238,8.27104e-06,-0.00512515,-0.00515984,-3.46896e-05,-0.0683992,-0.0686455,-0.000246302,-0.000610692,-0.000633175,-2.24827e-05,0.0169967,0.0171581,0.000161368,0.00174027,0.00175476,1.44812e-05,0.0621829,0.0648873,0.00270437,
-0.112017,-0.112017,9.20152e-09,-0.120357,-0.120357,2.2566e-08,0.0683117,0.0683117,1.10597e-08,-2.80331,-2.80331,3.59272e-07,-0.0198819,-0.019882,-4.87354e-08,1.20004,1.20004,-4.70332e-07,-0.00109016,-0.00109017,-1.6151e-08,0.458171,0.458172,2.01947e-07,0.00187242,0.00187243,1.42717e-08,0.2411,0.241102,2.45301e-06,0.00283789,0.00284756,9.67609e-06,0.021113,0.0211192,6.21869e-06,0.00306183,0.00305635,-5.4766e-06,0.0749029,0.074881,-2.18692e-05,-0.00512235,-0.00506637,5.59719e-05,-0.068368,-0.0682335,0.000134565,-0.000608947,-0.00060978,-8.33764e-07,0.0169637,0.0169626,-1.15619e-06,0.00173863,0.00173826,-3.7244e-07,0.0617379,0.0616828,-5.50771e-05,
-0.112011,-0.112011,1.06258e-08,-0.120315,-0.120315,2.65409e-08,0.0683178,0.0683178,1.11207e-08,-2.80316,-2.80316,3.47309e-07,-0.0198922,-0.0198922,-2.76874e-08,1.19991,1.19991,-3.60878e-07,-0.00109137,-0.00109138,-6.14877e-09,0.458205,0.458205,1.93533e-07,0.00187589,0.00187591,1.29125e-08,0.241222,0.241224,2.21637e-06,0.00283802,0.00284031,2.29147e-06,0.0211271,0.0211317,4.62854e-06,0.00306207,0.00306167,-4.04459e-07,0.0748917,0.0748807,-1.09979e-05,-0.00512154,-0.00509631,2.52358e-05,-0.0683554,-0.0682831,7.23565e-05,-0.000608832,-0.000614586,-5.75376e-06,0.0169338,0.0169307,-3.11071e-06,0.00173729,0.00173698,-3.12134e-07,0.0613565,0.061292,-6.44171e-05,
-0.112005,-0.112005,1.08899e-08,-0.120273,-0.120273,2.88833e-08,0.0683239,0.0683239,1.13338e-08,-2.80301,-2.80301,3.44045e-07,-0.0199024,-0.0199024,-2.36181e-08,1.19977,1.19977,-3.04747e-07,-0.00109259,-0.00109259,-1.7936e-09,0.458239,0.458239,1.80288e-07,0.00187937,0.00187938,1.17823e-08,0.241344,0.241346,1.96666e-06,0.00283812,0.00283944,1.3192e-06,0.0211408,0.0211444,3.61382e-06,0.00306229,0.00306215,-1.31635e-07,0.0748806,0.0748742,-6.43171e-06,-0.00512078,-0.00510546,1.5316e-05,-0.0683523,-0.06831,4.2388e-05,-0.000609267,-0.000620905,-1.16373e-05,0.0169074,0.0169038,-3.56997e-06,0.00173621,0.00173595,-2.57052e-07,0.0610358,0.0609744,-6.13881e-05,
-0.112,-0.112,1.09904e-08,-0.12023,-0.12023,3.0098e-08,0.06833,0.06833,1.14631e-08,-2.80286,-2.80286,3.44261e-07,-0.0199126,-0.0199127,-2.43385e-08,1.19963,1.19963,-2.76061e-07,-0.00109381,-0.00109381,-5.02459e-10,0.458273,0.458273,1.6647e-07,0.00188284,0.00188285,1.08211e-08,0.241465,0.241467,1.73753e-06,0.0028382,0.00283933,1.12656e-06,0.0211544,0.0211573,2.9813e-06,0.00306247,0.00306235,-1.18071e-07,0.0748693,0.0748646,-4.63883e-06,-0.00511962,-0.00510709,1.2526e-05,-0.0683541,-0.0683261,2.79532e-05,-0.0006098,-0.00062389,-1.40894e-05,0.0168843,0.0168809,-3.393e-06,0.00173535,0.00173512,-2.2701e-07,0.0607685,0.0607146,-5.3887e-05,
-0.111994,-0.111994,1.10717e-08,-0.120188,-0.120188,3.05823e-08,0.0683362,0.0683362,1.15706e-08,-2.80271,-2.80271,3.45653e-07,-0.0199229,-0.0199229,-2.58607e-08,1.1995,1.1995,-2.61718e-07,-0.00109503,-0.00109503,-4.24487e-10,0.458307,0.458307,1.53824e-07,0.00188631,0.00188632,9.96593e-09,0.241586,0.241587,1.54002e-06,0.00283826,0.00283937,1.1119e-06,0.0211679,0.0211705,2.60523e-06,0.00306263,0.0030625,-1.26482e-07,0.0748575,0.0748535,-4.06613e-06,-0.00511809,-0.00510595,1.2136e-05,-0.0683582,-0.068337,2.11658e-05,-0.000610276,-0.000624975,-1.46993e-05,0.0168642,0.0168612,-2.97779e-06,0.0017347,0.00173449,-2.03563e-07,0.060546,0.0605007,-4.53742e-05,
-0.111988,-0.111988,1.11527e-08,-0.120146,-0.120146,3.06229e-08,0.0683423,0.0683423,1.16702e-08,-2.80256,-2.80256,3.4724e-07,-0.0199331,-0.0199331,-2.70706e-08,1.19936,1.19936,-2.54949e-07,-0.00109625,-0.00109625,-7.27881e-10,0.45834,0.45834,1.42943e-07,0.00188977,0.00188978,9.2046e-09,0.241706,0.241708,1.3754e-06,0.0028383,0.00283944,1.14409e-06,0.0211814,0.0211838,2.39703e-06,0.00306276,0.00306261,-1.4622e-07,0.0748454,0.0748413,-4.00879e-06,-0.00511631,-0.00510387,1.24426e-05,-0.0683633,-0.0683452,1.81701e-05,-0.000610658,-0.000625244,-1.45866e-05,0.0168466,0.016844,-2.5054e-06,0.00173422,0.00173404,-1.79747e-07,0.0603605,0.0603232,-3.72999e-05,
-0.111983,-0.111983,1.12279e-08,-0.120103,-0.120103,3.04158e-08,0.0683484,0.0683484,1.17576e-08,-2.80242,-2.80241,3.48643e-07,-0.0199433,-0.0199434,-2.78083e-08,1.19922,1.19922,-2.52193e-07,-0.00109747,-0.00109748,-1.09404e-09,0.458374,0.458374,1.339e-07,0.00189324,0.00189325,8.53972e-09,0.241826,0.241828,1.24095e-06,0.00283832,0.0028395,1.18303e-06,0.021195,0.0211973,2.29558e-06,0.00306287,0.0030627,-1.72545e-07,0.0748329,0.0748287,-4.14738e-06,-0.00511441,-0.00510155,1.2861e-05,-0.0683688,-0.0683518,1.70498e-05,-0.000610951,-0.000625208,-1.42574e-05,0.0168309,0.0168289,-2.05388e-06,0.00173389,0.00173374,-1.55015e-07,0.0602049,0.0601747,-3.01902e-05,
-0.111977,-0.111977,1.129e-08,-0.120061,-0.120061,3.009e-08,0.0683545,0.0683545,1.18278e-08,-2.80227,-2.80227,3.49748e-07,-0.0199536,-0.0199536,-2.81774e-08,1.19909,1.19909,-2.51553e-07,-0.0010987,-0.0010987,-1.41945e-09,0.458408,0.458408,1.26553e-07,0.00189671,0.00189672,7.97251e-09,0.241946,0.241947,1.13263e-06,0.00283833,0.00283955,1.2176e-06,0.0212088,0.021211,2.26045e-06,0.00306297,0.00306277,-2.00808e-07,0.0748201,0.0748158,-4.34062e-06,-0.00511245,-0.00509923,1.32175e-05,-0.0683743,-0.0683575,1.68381e-05,-0.00061117,-0.000625075,-1.39047e-05,0.0168169,0.0168153,-1.65362e-06,0.0017337,0.00173357,-1.30635e-07,0.0600731,0.0600489,-2.41657e-05,
