X0 dyn,X0 lin,X0 diff,X1 dyn,X1 lin,X1 diff,X2 dyn,X2 lin,X2 diff,X3 dyn,X3 lin,X3 diff,X4 dyn,X4 lin,X4 diff,X5 dyn,X5 lin,X5 diff,X6 dyn,X6 lin,X6 diff,X7 dyn,X7 lin,X7 diff,X8 dyn,X8 lin,X8 diff,X9 dyn,X9 lin,X9 diff,X10 dyn,X10 lin,X10 diff,X11 dyn,X11 lin,X11 diff,X12 dyn,X12 lin,X12 diff,X13 dyn,X13 lin,X13 diff,X14 dyn,X14 lin,X14 diff,X15 dyn,X15 lin,X15 diff
0.0117226,0.0118783,0.000155724,3.33449E-18,1.18789E-15,1.18456E-15,0.1,0.1,-6.93889E-17,-1.98327E-18,-2.69151E-16,-2.67167E-16,0.15805,0.186651,0.0286013,-1.55084E-17,2.98245E-13,2.9826E-13,-1.50162E-18,-1.63218E-14,-1.63203E-14,-1.51788E-19,-6.52833E-14,-6.52832E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0131416,0.0132722,0.000130665,2.91406E-18,-9.61838E-16,-9.64753E-16,0.1,0.1,-5.41234E-16,-1.99519E-18,-4.33429E-16,-4.31434E-16,0.132816,0.161297,0.0284814,-4.826E-17,-2.77355E-13,-2.77307E-13,-2.54245E-18,-1.59159E-13,-1.59157E-13,-1.53957E-18,-1.32276E-13,-1.32274E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0143702,0.0144788,0.000108631,2.36956E-18,1.77997E-15,1.7776E-15,0.1,0.1,4.16334E-17,-2.00018E-18,-2.33229E-16,-2.31229E-16,0.117086,0.145382,0.0282954,-4.5762E-17,4.77289E-13,4.77335E-13,-2.8894E-18,1.15963E-14,1.15992E-14,5.42101E-19,-5.79959E-14,-5.79965E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0154704,0.0155737,0.000103303,1.87114E-18,-3.10926E-16,-3.12798E-16,0.1,0.1,-6.93889E-17,-1.99406E-18,6.80971E-16,6.82965E-16,0.105659,0.135158,0.0294995,-5.14519E-17,-9.80642E-14,-9.80127E-14,-1.13841E-19,-3.11041E-14,-3.11039E-14,1.95156E-19,2.18359E-13,2.18359E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0164673,0.0165757,0.000108414,1.45682E-18,-1.51577E-16,-1.53034E-16,0.1,0.1,0,-1.99697E-18,-1.99211E-18,4.85723E-21,0.09582,0.127448,0.0316281,-3.52149E-17,-3.92583E-14,-3.92231E-14,-3.93023E-18,-1.13841E-19,3.81639E-18,-1.51788E-19,1.95156E-19,3.46945E-19,,,,,,,,,,,,,,,,,,,,,,,,
0.0173692,0.0174875,0.000118257,1.13687E-18,-2.09464E-16,-2.10601E-16,0.1,0.1,0,-2.00335E-18,-1.99849E-18,4.85723E-21,0.0864695,0.120682,0.0342124,-2.99413E-17,-6.51828E-14,-6.51529E-14,-1.15468E-18,-3.93023E-18,-2.77556E-18,-1.88651E-18,-1.51788E-19,1.73472E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.0181785,0.0182351,5.65823E-05,8.57162E-19,-6.40181E-16,-6.41038E-16,0.1,0.1,-3.33067E-16,-2.02915E-18,-1.73207E-15,-1.73004E-15,0.0772396,0.0958066,0.0185671,-2.39739E-17,-1.71212E-13,-1.71188E-13,-2.54245E-18,-9.53898E-14,-9.53873E-14,-2.5804E-18,-5.17521E-13,-5.17518E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0188605,0.0190161,0.000155602,7.24559E-19,-5.58669E-16,-5.59394E-16,0.1,0.1,1.249E-15,-2.05079E-18,-1.78602E-15,-1.78397E-15,0.0643314,0.102266,0.0379349,-9.81853E-18,-1.59448E-13,-1.59438E-13,-1.50162E-18,3.71555E-13,3.71556E-13,-1.88651E-18,-5.31807E-13,-5.31805E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0194703,0.0195674,9.71261E-05,6.69673E-19,-3.1639E-17,-3.23087E-17,0.1,0.1,-4.85723E-16,-2.06619E-18,-4.87792E-16,-4.85726E-16,0.0588465,0.0883431,0.0294966,-3.71231E-18,-7.30274E-15,-7.29903E-15,-1.84856E-18,-1.45718E-13,-1.45716E-13,-2.92735E-18,-1.45719E-13,-1.45716E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0200276,0.0201242,9.66616E-05,6.49203E-19,-9.27057E-17,-9.33549E-17,0.1,0.1,2.22045E-16,-2.07117E-18,-2.37048E-17,-2.16337E-17,0.053865,0.0830716,0.0292067,-2.60209E-18,-2.8994E-14,-2.89914E-14,-1.15468E-18,6.71843E-14,6.71855E-14,-1.51788E-19,-5.67517E-15,-5.67502E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0205514,0.0206542,0.00010275,6.33729E-19,1.13387E-15,1.13323E-15,0.1,0.1,-1.38778E-16,-2.08726E-18,2.20504E-16,2.22591E-16,0.0514165,0.0836594,0.0322428,-2.60209E-18,3.11633E-13,3.11636E-13,-3.23634E-18,-4.56845E-14,-4.56813E-14,-2.23346E-18,6.74232E-14,6.74255E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0210478,0.0211609,0.000113088,6.1548E-19,1.01156E-15,1.01094E-15,0.1,0.1,3.05311E-16,-2.12209E-18,-5.46534E-16,-5.44412E-16,0.0482737,0.0830109,0.0347372,-1.63064E-18,2.77613E-13,2.77614E-13,-2.54245E-18,8.87146E-14,8.87171E-14,-3.96818E-18,-1.61578E-13,-1.61574E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0215276,0.021624,9.64173E-05,7.7903E-19,3.36095E-16,3.35316E-16,0.1,0.1,0,-2.14165E-18,-7.59455E-17,-7.38039E-17,0.0479185,0.0791784,0.03126,1.28023E-17,9.18958E-14,9.1883E-14,-8.07731E-19,-2.54245E-18,-1.73472E-18,-1.53957E-18,-1.99943E-14,-1.99928E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0220073,0.0220996,9.22434E-05,8.4488E-19,9.29035E-16,9.2819E-16,0.1,0.1,2.77556E-17,-2.16259E-18,2.40814E-15,2.41031E-15,0.0479214,0.0786281,0.0307067,3.08781E-18,2.56638E-13,2.56635E-13,5.80048E-19,9.92144E-15,9.92086E-15,-2.23346E-18,7.23621E-13,7.23623E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0224697,0.0225823,0.000112523,8.49112E-19,5.22358E-16,5.21509E-16,0.1,0.1,-1.80411E-16,-2.17938E-18,1.38153E-15,1.38371E-15,0.0462298,0.0794074,0.0331776,-2.42861E-19,1.43236E-13,1.43236E-13,-8.07731E-19,-5.29108E-14,-5.291E-14,-1.53957E-18,4.17201E-13,4.17203E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0229239,0.0230286,0.000104626,6.96804E-19,9.82175E-16,9.81479E-16,0.1,0.1,8.32667E-17,-2.18506E-18,5.11835E-17,5.33685E-17,0.044885,0.0778187,0.0329338,-2.24473E-17,2.69581E-13,2.69603E-13,5.80048E-19,2.42338E-14,2.42332E-14,-1.51788E-19,1.45392E-14,1.45394E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0233747,0.0234717,9.69417E-05,5.53932E-19,-9.61352E-17,-9.66891E-17,0.1,0.1,1.38778E-17,-2.18935E-18,-3.69257E-17,-3.47364E-17,0.0445337,0.0770233,0.0324896,-1.16226E-17,-2.32837E-14,-2.32721E-14,-1.84856E-18,4.7516E-15,4.75345E-15,-8.45678E-19,-9.5022E-15,-9.50136E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0238198,0.0239189,9.91318E-05,4.64351E-19,4.55879E-16,4.55415E-16,0.1,0.1,-7.91034E-16,-2.19781E-18,-4.70674E-16,-4.68476E-16,0.0449691,0.0766284,0.0316593,-9.12465E-18,1.20776E-13,1.20785E-13,-1.15468E-18,-2.37457E-13,-2.37455E-13,1.95156E-19,-1.40998E-13,-1.40998E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0242584,0.0243682,0.000109821,3.98639E-19,-5.20624E-16,-5.21023E-16,0.1,0.1,2.77556E-17,-2.20488E-18,4.99927E-17,5.21976E-17,0.0436934,0.0770753,0.0333819,-4.68375E-18,-1.43214E-13,-1.4321E-13,9.26993E-19,9.51304E-15,9.51211E-15,-4.98733E-19,1.42715E-14,1.4272E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0246973,0.0247955,9.82306E-05,3.46806E-19,-2.87627E-16,-2.87973E-16,0.1,0.1,0,-2.21958E-18,-2.20986E-18,9.71445E-21,0.0433383,0.0760923,0.0327541,-5.51642E-18,-8.03729E-14,-8.03674E-14,2.33103E-19,9.26993E-19,6.93889E-19,8.89046E-19,-4.98733E-19,-1.38778E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.0251339,0.0252318,9.79023E-05,2.8498E-19,-3.11953E-16,-3.12238E-16,0.1,0.1,-1.17961E-15,-2.20236E-18,9.52361E-16,9.54563E-16,0.0435483,0.0759686,0.0324202,-3.57353E-18,-8.63355E-14,-8.63319E-14,2.33103E-19,-3.55019E-13,-3.5502E-13,1.95156E-19,2.86798E-13,2.86798E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.025565,0.0256698,0.000104774,2.7256E-19,-2.04942E-16,-2.05215E-16,0.1,0.1,8.32667E-17,-2.20596E-18,-3.60661E-17,-3.38602E-17,0.0431676,0.0759884,0.0328208,-7.97973E-19,-5.54127E-14,-5.54119E-14,-1.15468E-18,2.32392E-14,2.32403E-14,-4.98733E-19,-9.29539E-15,-9.29489E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0259994,0.0260973,9.78625E-05,2.54033E-19,-4.28391E-16,-4.28646E-16,0.1,0.1,6.93889E-17,-2.20401E-18,3.14004E-17,3.36044E-17,0.0429586,0.075651,0.0326924,-1.9082E-18,-1.1437E-13,-1.14368E-13,-4.60786E-19,1.84669E-14,1.84674E-14,1.95156E-19,9.23353E-15,9.23333E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0264319,0.0265312,9.92553E-05,2.90462E-19,2.88973E-16,2.88683E-16,0.1,0.1,0,-2.2083E-18,-2.20206E-18,6.245E-21,0.0428205,0.0758444,0.0330239,2.39045E-17,8.05362E-14,8.05123E-14,-8.07731E-19,-4.60786E-19,3.46945E-19,-1.88651E-18,1.95156E-19,2.08167E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.0268596,0.0269612,0.000101514,4.37358E-19,-1.91919E-16,-1.92357E-16,0.1,0.1,1.22125E-15,-2.22509E-18,-9.73672E-16,-9.71447E-16,0.0429456,0.0753816,0.032436,1.00267E-17,-5.21624E-14,-5.21724E-14,2.33103E-19,3.64291E-13,3.64291E-13,-3.62124E-18,-2.91435E-13,-2.91432E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0272929,0.0273916,9.8752E-05,4.98768E-19,-4.74646E-16,-4.75145E-16,0.1,0.1,9.71445E-17,-2.23216E-18,-8.31416E-16,-8.29184E-16,0.04253,0.0759152,0.0333852,4.75314E-18,-1.25697E-13,-1.25702E-13,-1.13841E-19,2.76842E-14,2.76843E-14,1.95156E-19,-2.46263E-13,-2.46263E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0277168,0.0278184,0.000101573,5.29646E-19,6.47136E-16,6.46607E-16,0.1,0.1,-1.94289E-16,-2.24131E-18,4.7505E-17,4.97464E-17,0.0425775,0.0748693,0.0322917,8.67362E-19,1.77641E-13,1.7764E-13,-1.15468E-18,-5.91831E-14,-5.9182E-14,-4.98733E-19,1.36756E-14,1.36761E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0281473,0.0282438,9.64516E-05,5.20556E-19,-1.38585E-15,-1.38637E-15,0.1,0.1,2.63678E-16,-2.23519E-18,4.75862E-17,4.98214E-17,0.0426832,0.0751621,0.0324789,-2.74086E-18,-3.78009E-13,-3.78006E-13,-1.15468E-18,7.74277E-14,7.74288E-14,8.89046E-19,1.37108E-14,1.37099E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0285752,0.028677,0.000101825,4.90372E-19,-7.77001E-16,-7.77492E-16,0.1,0.1,2.498E-16,-2.2381E-18,-2.45088E-16,-2.4285E-16,0.0427431,0.0757294,0.0329864,-1.9082E-18,-2.16431E-13,-2.16429E-13,5.80048E-19,7.28572E-14,7.28567E-14,-4.98733E-19,-7.28575E-14,-7.2857E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0290051,0.0291041,9.90392E-05,4.53526E-19,3.82044E-16,3.81591E-16,0.1,0.1,0,-2.23129E-18,-2.24308E-18,-1.17961E-20,0.0433106,0.0754339,0.0321233,-3.57353E-18,1.03001E-13,1.03004E-13,3.00866E-18,5.80048E-19,-2.42861E-18,-1.51788E-19,-4.98733E-19,-3.46945E-19,,,,,,,,,,,,,,,,,,,,,,,,
0.0294348,0.0295388,0.000103974,4.1446E-19,-2.26975E-17,-2.31119E-17,0.1,0.1,0,-2.23558E-18,-7.30817E-16,-7.28581E-16,0.0427674,0.0758043,0.0330369,-4.12864E-18,-5.52232E-15,-5.51819E-15,-4.60786E-19,3.00866E-18,3.46945E-18,1.92988E-18,-2.18575E-13,-2.18577E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0298657,0.0299646,9.89051E-05,3.80945E-19,7.06286E-17,7.02477E-17,0.1,0.1,2.77556E-17,-2.23502E-18,-1.19983E-15,-1.19759E-15,0.0429876,0.0756153,0.0326277,-3.01842E-18,1.71571E-14,1.71602E-14,-8.07731E-19,9.18952E-15,9.19033E-15,5.42101E-19,-3.59695E-13,-3.59696E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0302915,0.0303968,0.000105265,3.34108E-19,1.69845E-16,1.69511E-16,0.1,0.1,-8.32667E-17,-2.23931E-18,1.45244E-17,1.67638E-17,0.0426708,0.0756202,0.0329495,-4.12864E-18,4.66963E-14,4.67004E-14,1.62088E-18,-2.3034E-14,-2.30356E-14,-4.98733E-19,4.60718E-15,4.60768E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0307213,0.0308196,9.82482E-05,2.88936E-19,-1.05133E-15,-1.05162E-15,0.1,0.1,-2.63678E-16,-2.24014E-18,-3.55365E-17,-3.32964E-17,0.0425079,0.0753078,0.0327999,-3.85109E-18,-2.86413E-13,-2.86409E-13,-1.13841E-19,-7.74368E-14,-7.74367E-14,1.58294E-18,-9.1605E-15,-9.16208E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0311506,0.0312487,9.81879E-05,2.40988E-19,6.98445E-17,6.96036E-17,0.1,0.1,-1.52656E-16,-2.24373E-18,-5.37769E-16,-5.35525E-16,0.0428682,0.0754014,0.0325332,-4.68375E-18,1.69432E-14,1.69479E-14,-8.07731E-19,-4.11709E-14,-4.11701E-14,1.95156E-19,-1.59439E-13,-1.59439E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0315758,0.0316807,0.000104882,2.00812E-19,-1.92799E-16,-1.93E-16,0.1,0.1,0,-2.24178E-18,-2.24178E-18,0,0.0426434,0.07555,0.0329066,-3.57353E-18,-5.24546E-14,-5.2451E-14,-1.15468E-18,-8.07731E-19,3.46945E-19,-4.98733E-19,1.95156E-19,6.93889E-19,,,,,,,,,,,,,,,,,,,,,,,,
0.0320057,0.0321037,9.80176E-05,3.11626E-19,-3.11804E-16,-3.12116E-16,0.1,0.1,0,-2.25232E-18,-2.24677E-18,5.55111E-21,0.0425366,0.0753117,0.032775,1.89085E-17,-8.61289E-14,-8.61478E-14,-1.15468E-18,-1.15468E-18,0,-1.19262E-18,-4.98733E-19,6.93889E-19,,,,,,,,,,,,,,,,,,,,,,,,
0.0324353,0.0325334,9.80389E-05,2.27596E-19,2.90218E-16,2.89991E-16,0.1,0.1,3.05311E-16,-2.27743E-18,-1.66906E-15,-1.66678E-15,0.0429193,0.0754343,0.032515,-2.27249E-17,8.09293E-14,8.09521E-14,-1.15468E-18,9.11656E-14,9.11668E-14,-1.53957E-18,-5.00856E-13,-5.00854E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0328611,0.0329659,0.000104835,4.36456E-20,7.48159E-16,7.48115E-16,0.1,0.1,-2.22045E-16,-2.28311E-18,9.02219E-16,9.04503E-16,0.0426914,0.0755903,0.0328989,-1.38431E-17,2.03841E-13,2.03855E-13,-1.50162E-18,-6.82574E-14,-6.82559E-14,-1.88651E-18,2.73024E-13,2.73025E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0332914,0.0333894,9.80126E-05,-7.86871E-20,9.82159E-16,9.82238E-16,0.1,0.1,2.77556E-17,-2.29018E-18,-1.89563E-17,-1.66661E-17,0.0425749,0.0753456,0.0327707,-1.02349E-17,2.69597E-13,2.69607E-13,1.27394E-18,9.16309E-15,9.16182E-15,-4.98733E-19,-4.58418E-15,-4.58368E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0337194,0.0338199,0.000100421,-1.49949E-19,7.01559E-16,7.01709E-16,0.1,0.1,0,-2.3035E-18,-2.29517E-18,8.32667E-21,0.0426981,0.0755797,0.0328816,-6.62664E-18,1.92682E-13,1.92688E-13,5.80048E-19,1.27394E-18,6.93889E-19,-2.23346E-18,-4.98733E-19,1.73472E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.0341487,0.0342485,9.97673E-05,-2.07889E-19,-3.81891E-16,-3.81683E-16,0.1,0.1,0,-2.30363E-18,-2.32583E-18,-2.22045E-20,0.0424195,0.0755394,0.0331199,-4.4062E-18,-1.03068E-13,-1.03064E-13,-2.54245E-18,5.80048E-19,3.1225E-18,1.23599E-18,-2.23346E-18,-3.46945E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.0345758,0.0346748,9.90336E-05,-2.39739E-19,-4.38727E-16,-4.38487E-16,0.1,0.1,0,-2.29196E-18,-2.29127E-18,6.93889E-22,0.0433178,0.0751856,0.0318678,-2.74086E-18,-1.22943E-13,-1.22941E-13,-2.19551E-18,-2.54245E-18,-3.46945E-19,1.23599E-18,1.23599E-18,0,,,,,,,,,,,,,,,,,,,,,,,,
0.0350047,0.0351106,0.000105902,2.48412E-20,-1.65389E-15,-1.65391E-15,0.1,0.1,0,-2.2796E-18,-2.2796E-18,0,0.0421579,0.076076,0.0339181,1.94636E-17,-4.53638E-13,-4.53658E-13,-8.07731E-19,-2.19551E-18,-1.38778E-18,5.42101E-19,1.23599E-18,6.93889E-19,,,,,,,,,,,,,,,,,,,,,,,,
0.0354279,0.0355264,9.85129E-05,1.68407E-19,-3.34299E-16,-3.34467E-16,0.1,0.1,2.08167E-16,-2.26793E-18,-4.55102E-16,-4.52834E-16,0.0425722,0.0744403,0.0318681,1.05818E-17,-9.14408E-14,-9.14514E-14,-2.54245E-18,6.38072E-14,6.38097E-14,1.92988E-18,-1.36666E-13,-1.36668E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0358595,0.0359561,9.65504E-05,4.59632E-19,9.60305E-16,9.59846E-16,0.1,0.1,6.93889E-17,-2.27639E-18,-8.73901E-16,-8.71625E-16,0.0427661,0.0755084,0.0327424,3.69496E-17,2.64412E-13,2.64375E-13,-3.93023E-18,1.83229E-14,1.83268E-14,-1.53957E-18,-2.63944E-13,-2.63942E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0362823,0.0363878,0.000105483,7.3587E-19,-2.64534E-16,-2.6527E-16,0.1,0.1,0,-2.30011E-18,-4.5468E-16,-4.5238E-16,0.0424032,0.0752302,0.032827,2.14065E-17,-7.47454E-14,-7.47668E-14,-3.93023E-18,-3.93023E-18,3.40504E-31,-2.92735E-18,-1.36553E-13,-1.3655E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0367119,0.0368084,9.64387E-05,9.0164E-19,-7.61407E-16,-7.62309E-16,0.1,0.1,2.77556E-16,-2.32314E-18,-4.88052E-16,-4.85729E-16,0.0426256,0.0752034,0.0325778,1.1692E-17,-2.05767E-13,-2.05779E-13,-3.58329E-18,8.19798E-14,8.19834E-14,5.42101E-19,-1.4572E-13,-1.4572E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0371406,0.0372399,9.93219E-05,9.70265E-19,1.34144E-15,1.34047E-15,0.1,0.1,7.35523E-16,-2.35519E-18,5.66591E-16,5.68946E-16,0.043484,0.0753625,0.0318785,5.0307E-18,3.66922E-13,3.66917E-13,-4.62412E-18,2.18572E-13,2.18576E-13,-3.62124E-18,1.68614E-13,1.68618E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0375666,0.0376748,0.000108185,9.49518E-19,1.00558E-15,1.00463E-15,0.1,0.1,-5.13478E-16,-2.38863E-18,7.76868E-16,7.79257E-16,0.0425554,0.0756356,0.0330803,-2.38351E-17,2.74857E-13,2.74881E-13,-5.31801E-18,-1.54987E-13,-1.54982E-13,-3.62124E-18,2.32471E-13,2.32474E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.037997,0.038094,9.70324E-05,7.87773E-19,2.39064E-17,2.31187E-17,0.1,0.1,6.93889E-17,-2.42484E-18,-3.56563E-17,-3.32315E-17,0.0426834,0.0753296,0.0326462,-1.16226E-17,5.60428E-15,5.6159E-15,-3.93023E-18,1.82934E-14,1.82974E-14,-2.92735E-18,-9.15299E-15,-9.15006E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0384247,0.0385249,0.000100176,8.45296E-19,-1.0508E-15,-1.05165E-15,0.1,0.1,0,-2.45619E-18,-2.45411E-18,2.08167E-21,0.0427169,0.0752674,0.0325505,4.19456E-17,-2.86358E-13,-2.864E-13,-6.0119E-18,-3.93023E-18,2.08167E-18,-4.66207E-18,-2.92735E-18,1.73472E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.0388546,0.0389543,9.96758E-05,4.70066E-12,2.86264E-11,2.39257E-11,0.1,0.1,1.16004E-08,-1.29188E-09,-9.16536E-09,-7.87348E-09,0.0425551,0.0756413,0.0330862,1.019E-09,7.53889E-09,6.51989E-09,7.79291E-07,3.96981E-06,3.19052E-06,-4.10302E-07,-2.59665E-06,-2.18635E-06,,,,,,,,,,,,,,,,,,,,,,,,
0.0392797,0.0393654,8.57102E-05,3.41168E-10,1.08516E-06,1.08482E-06,0.1,0.100136,0.000135263,-1.34543E-07,2.5625E-06,2.69705E-06,0.0426476,0.0728076,0.03016,1.35217E-07,0.000275786,0.000275651,9.46703E-05,0.0415535,0.0414588,-4.71547E-05,0.000700746,0.0007479,,,,,,,,,,,,,,,,,,,,,,,,
0.0396828,0.0397774,9.4625E-05,4.72015E-07,5.16171E-05,5.11451E-05,0.100076,0.100312,0.000235807,1.92445E-06,-3.55649E-05,-3.74893E-05,0.0379521,0.0711275,0.0331754,3.66864E-05,0.015332,0.0152954,0.0108273,0.0912929,0.0804657,0.000338595,-0.00994453,-0.0102831,,,,,,,,,,,,,,,,,,,,,,,,
0.0400371,0.0401307,9.35859E-05,5.96904E-07,7.55058E-07,1.58154E-07,0.100271,0.100418,0.000146686,7.12484E-06,3.03954E-06,-4.08529E-06,0.0341797,0.0634256,0.0292459,1.40517E-05,3.26201E-05,1.85684E-05,0.0252133,0.0785793,0.0533659,0.000467481,-0.000621833,-0.00108931,,,,,,,,,,,,,,,,,,,,,,,,
0.0403679,0.0404659,9.79852E-05,6.99475E-07,3.75765E-06,3.05817E-06,0.100564,0.100763,0.000198893,1.16986E-05,-8.93584E-06,-2.06345E-05,0.0324968,0.0637531,0.0312562,-2.02565E-06,0.000851675,0.0008537,0.030865,0.0952632,0.0643982,0.000508644,-0.00607051,-0.00657915,,,,,,,,,,,,,,,,,,,,,,,,
