X0 dyn,X0 lin,X0 diff,X1 dyn,X1 lin,X1 diff,X2 dyn,X2 lin,X2 diff,X3 dyn,X3 lin,X3 diff,X4 dyn,X4 lin,X4 diff,X5 dyn,X5 lin,X5 diff,X6 dyn,X6 lin,X6 diff,X7 dyn,X7 lin,X7 diff,X8 dyn,X8 lin,X8 diff,X9 dyn,X9 lin,X9 diff,X10 dyn,X10 lin,X10 diff,X11 dyn,X11 lin,X11 diff,X12 dyn,X12 lin,X12 diff,X13 dyn,X13 lin,X13 diff,X14 dyn,X14 lin,X14 diff,X15 dyn,X15 lin,X15 diff
0.00226306,0.00225664,-6.4277E-06,2.32356E-18,2.32356E-18,0,0.1,0.1,0,-1.84609E-18,-1.84436E-18,1.73472E-21,0.109106,0.112923,0.00381657,2.70964E-17,2.70964E-17,-3.26638E-31,-4.45065E-18,2.33648E-14,2.33692E-14,-1.14275E-17,-5.88889E-14,-5.88775E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00248711,0.00248128,-5.83551E-06,2.37775E-18,2.37775E-18,0,0.1,0.1,0,-1.86444E-18,-1.86895E-18,-4.51028E-21,0.112024,0.115838,0.0038143,2.70964E-17,2.70964E-17,-1.69482E-31,-2.54245E-18,-4.19523E-14,-4.19498E-14,-9.17235E-18,1.80242E-13,1.80251E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.00271643,0.00271116,-5.27324E-06,2.43194E-18,2.43194E-18,0,0.1,0.1,0,-1.87931E-18,-1.88278E-18,-3.46945E-21,0.114661,0.118488,0.00382788,2.70964E-17,2.70964E-17,0,-2.19551E-18,2.0397E-14,2.03992E-14,-7.43763E-18,-3.20685E-14,-3.20611E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00295049,0.00294575,-4.73796E-06,2.48614E-18,2.48614E-18,0,0.1,0.1,0,-1.89002E-18,-1.89419E-18,-4.16334E-21,0.117029,0.120887,0.00385702,2.70964E-17,2.70964E-17,0,-2.8894E-18,-2.19551E-18,6.93889E-19,-5.35596E-18,-7.96361E-15,-7.95825E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.00318878,0.00318455,-4.22722E-06,2.54033E-18,2.54033E-18,0,0.1,0.1,0,-1.90074E-18,-1.90074E-18,0,0.119143,0.123877,0.0047341,2.70964E-17,2.70964E-17,1.81808E-31,-1.84856E-18,-1.4369E-13,-1.43688E-13,-5.35596E-18,4.05492E-15,4.06028E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.00343079,0.00342706,-3.72138E-06,2.59452E-18,2.59452E-18,0,0.1,0.1,0,-1.91214E-18,-1.91145E-18,6.93889E-22,0.121004,0.125781,0.00477712,2.70964E-17,2.70964E-17,-1.84889E-31,-1.50162E-18,3.46183E-14,3.46198E-14,-5.7029E-18,-1.21436E-13,-1.2143E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.00367602,0.00367279,-3.22583E-06,2.64871E-18,2.64871E-18,0,0.1,0.1,0,-1.92355E-18,-1.92355E-18,0,0.122617,0.127458,0.00484104,2.70964E-17,2.70964E-17,3.7286E-31,-8.07731E-19,1.04939E-14,1.04947E-14,-5.7029E-18,2.09338E-15,2.09908E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.00392401,0.00392125,-2.75579E-06,2.70291E-18,2.70291E-18,0,0.1,0.1,0,-1.93218E-18,-1.93495E-18,-2.77556E-21,0.123995,0.128912,0.00491767,2.70964E-17,2.70964E-17,0,-1.84856E-18,-4.25493E-15,-4.25308E-15,-4.31512E-18,8.50254E-15,8.50686E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.00417431,0.004172,-2.30776E-06,2.7571E-18,2.7571E-18,0,0.1,0.1,0,-1.9415E-18,-1.94081E-18,6.93889E-22,0.125148,0.131024,0.00587562,2.70964E-17,2.70964E-17,-1.91052E-31,-3.93023E-18,4.30008E-15,4.30401E-15,-4.66207E-18,-1.7212E-14,-1.72074E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00442766,0.0044246,-3.06263E-06,2.81129E-18,2.81129E-18,0,0.1,0.1,0,-1.95221E-18,-1.95083E-18,1.38778E-21,0.12668,0.136558,0.0098781,2.70964E-17,2.70964E-17,-1.94134E-31,-4.27718E-18,-3.93023E-18,3.46945E-19,-5.35596E-18,-6.5176E-15,-6.51225E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.00468929,0.00468102,-8.26925E-06,2.86549E-18,2.86549E-18,0,0.1,0.1,0,-1.96293E-18,-1.96293E-18,0,0.130814,0.139586,0.00877147,2.70964E-17,2.70964E-17,-1.94134E-31,-3.93023E-18,-6.59691E-15,-6.59298E-15,-5.35596E-18,-1.09931E-14,-1.09877E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0049598,0.00495092,-8.87241E-06,2.91968E-18,2.91968E-18,0,0.1,0.1,0,-1.97156E-18,-1.97364E-18,-2.08167E-21,0.135251,0.143776,0.00852566,2.70964E-17,2.70964E-17,-2.00297E-31,-3.58329E-18,-8.42087E-14,-8.42051E-14,-4.31512E-18,-7.5133E-14,-7.51287E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00523806,0.0052303,-7.7675E-06,2.97387E-18,2.97387E-18,0,0.1,0.1,0,-1.97949E-18,-1.98019E-18,-6.93889E-22,0.139134,0.147947,0.00881296,2.70964E-17,2.70964E-17,0,-3.23634E-18,-4.85758E-14,-4.85726E-14,-3.96818E-18,-7.04299E-15,-7.03902E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0055227,0.00551633,-6.37132E-06,3.02806E-18,3.02806E-18,0,0.1,0.1,0,-1.98257E-18,-1.98743E-18,-4.85723E-21,0.14232,0.167134,0.0248143,2.70964E-17,2.70964E-17,2.15704E-31,-1.15468E-18,-3.23634E-18,-2.08167E-18,-1.53957E-18,-3.96818E-18,-2.42861E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.00583534,0.00580734,-2.8E-05,3.08226E-18,3.08226E-18,0,0.1,0.1,0,-1.98357E-18,-1.98565E-18,-2.08167E-21,0.15632,0.17032,0.014,2.70964E-17,2.70964E-17,-4.37571E-31,1.27394E-18,-1.15468E-18,-2.42861E-18,-4.98733E-19,-1.53957E-18,-1.04083E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.00617598,0.00614798,-2.8E-05,3.13645E-18,3.13645E-18,0,0.1,0.1,0,-1.98665E-18,-1.98457E-18,2.08167E-21,0.17032,0.18432,0.014,2.70964E-17,2.70964E-17,2.40356E-31,2.33103E-19,1.27394E-18,1.04083E-18,-1.53957E-18,-4.98733E-19,1.04083E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.00654462,0.00651662,-2.8E-05,3.19064E-18,3.19064E-18,0,0.1,0.1,0,-1.98765E-18,-1.98973E-18,-2.08167E-21,0.18432,0.19832,0.014,2.70964E-17,2.70964E-17,-5.23853E-31,5.80048E-19,-7.28582E-14,-7.28587E-14,-4.98733E-19,2.42846E-14,2.42851E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00694126,0.00691326,-2.8E-05,3.24483E-18,3.24483E-18,0,0.1,0.1,0,-1.99003E-18,-1.98864E-18,1.38778E-21,0.19832,0.21232,0.014,2.70964E-17,2.70964E-17,5.66994E-31,-1.13841E-19,5.80048E-19,6.93889E-19,-1.19262E-18,-4.98733E-19,6.93889E-19,,,,,,,,,,,,,,,,,,,,,,,,
0.0073659,0.0073379,-2.8E-05,3.29903E-18,3.29903E-18,0,0.1,0.1,0,-1.99103E-18,-1.99242E-18,-1.38778E-21,0.21232,0.22632,0.014,2.70964E-17,2.70964E-17,0,5.80048E-19,-1.13841E-19,-6.93889E-19,-4.98733E-19,-1.19262E-18,-6.93889E-19,,,,,,,,,,,,,,,,,,,,,,,,
0.00781854,0.00779054,-2.8E-05,3.35322E-18,3.35322E-18,0,0.1,0.1,0,-1.99064E-18,-1.99203E-18,-1.38778E-21,0.22632,0.24032,0.014,2.70964E-17,2.70964E-17,-6.53275E-31,-1.13841E-19,-2.42856E-14,-2.42854E-14,1.95156E-19,-2.42866E-14,-2.42868E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00829918,0.00827118,-2.8E-05,3.40741E-18,3.40741E-18,0,0.1,0.1,0,-1.99094E-18,-1.99025E-18,6.93889E-22,0.24032,0.231837,-0.00848352,2.70964E-17,7.77396E-14,7.77125E-14,-1.13841E-19,3.92591E-15,3.92603E-15,-1.51788E-19,1.17783E-14,1.17784E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00875517,0.00877982,2.46587E-05,3.43774E-18,3.46161E-18,2.38698E-20,0.1,0.1,0,-1.99055E-18,-1.99125E-18,-6.93889E-22,0.227991,0.244786,0.0167954,1.51615E-17,9.32516E-14,9.32365E-14,5.80048E-19,-6.45207E-14,-6.45213E-14,1.95156E-19,-5.27413E-14,-5.27415E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00918891,0.00921115,2.2236E-05,3.46584E-18,3.46806E-18,2.22045E-21,0.1,0.1,0,-1.99224E-18,-1.99016E-18,2.08167E-21,0.216873,0.233117,0.0162441,1.40513E-17,-3.84956E-13,-3.8497E-13,-1.15468E-18,1.18656E-14,1.18668E-14,-8.45678E-19,-3.95481E-15,-3.95397E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.00960227,0.00962266,2.03814E-05,3.47507E-18,3.49394E-18,1.88738E-20,0.1,0.1,0,-1.99324E-18,-1.99393E-18,-6.93889E-22,0.206682,0.222458,0.0157757,4.61436E-18,-4.18551E-14,-4.18597E-14,-2.19551E-18,-3.7633E-15,-3.7611E-15,-4.98733E-19,3.18096E-14,3.18101E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.00999665,0.0100156,1.89848E-05,3.48208E-18,3.4843E-18,2.22045E-21,0.1,0.1,0,-1.99493E-18,-1.99424E-18,6.93889E-22,0.19719,0.212615,0.015425,3.50414E-18,-4.88927E-14,-4.88963E-14,-1.15468E-18,-2.42883E-14,-2.42872E-14,-8.45678E-19,1.35295E-14,1.35304E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0103732,0.010391,1.78447E-05,3.45717E-18,3.48908E-18,3.19189E-20,0.1,0.1,0,-1.99315E-18,-1.99662E-18,-3.46945E-21,0.188267,0.203446,0.0151785,-1.24553E-17,2.9283E-14,2.92954E-14,-8.07731E-19,-1.59742E-13,-1.59741E-13,8.89046E-19,-1.06042E-14,-1.06051E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0107329,0.0107497,1.6785E-05,3.42809E-18,3.43225E-18,4.16334E-21,0.1,0.1,0,-1.98999E-18,-1.99138E-18,-1.38778E-21,0.179875,0.194879,0.0150047,-1.4537E-17,-1.32261E-13,-1.32246E-13,-1.50162E-18,-3.26672E-15,-3.26522E-15,1.58294E-18,-9.79686E-15,-9.79844E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.011077,0.0110927,1.57019E-05,3.39763E-18,3.39902E-18,1.38778E-21,0.1,0.1,0,-1.98613E-18,-1.98682E-18,-6.93889E-22,0.172024,0.186898,0.0148741,-1.52309E-17,3.91156E-14,3.91309E-14,-1.15468E-18,-3.12183E-15,-3.12068E-15,1.92988E-18,-3.11875E-15,-3.12068E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0114065,0.011421,1.45632E-05,3.3655E-18,3.36717E-18,1.66533E-21,0.1,0.1,0,-1.98296E-18,-1.98227E-18,6.93889E-22,0.164742,0.179509,0.0147671,-1.60635E-17,-5.71064E-14,-5.70904E-14,-1.50162E-18,8.95125E-15,8.95276E-15,1.58294E-18,-4.85703E-14,-4.85719E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0117226,0.011736,1.33849E-05,3.33449E-18,3.33338E-18,-1.11022E-21,0.1,0.1,0,-1.98327E-18,-1.9798E-18,3.46945E-21,0.15805,0.172724,0.0146745,-1.55084E-17,1.01707E-13,1.01723E-13,-1.50162E-18,-2.85932E-15,-2.85782E-15,-1.51788E-19,-1.14297E-14,-1.14295E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0120265,0.0120387,1.22053E-05,3.30291E-18,3.30347E-18,5.55111E-22,0.1,0.1,0,-1.98426E-18,-1.98357E-18,6.93889E-22,0.151947,0.166541,0.0145939,-1.5786E-17,-8.50945E-14,-8.50788E-14,-1.50162E-18,8.22367E-15,8.22518E-15,-4.98733E-19,5.40556E-14,5.40561E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0123193,0.0123304,1.10658E-05,3.2286E-18,3.27134E-18,4.27436E-20,0.1,0.1,0,-1.98665E-18,-1.98526E-18,1.38778E-21,0.146414,0.160941,0.0145269,-3.71578E-17,-5.28559E-15,-5.24843E-15,-1.50162E-18,7.90608E-15,7.90758E-15,-1.19262E-18,2.63536E-15,2.63656E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0126021,0.0126121,1.00001E-05,3.1132E-18,3.15428E-18,4.10783E-20,0.1,0.1,0,-1.99042E-18,-1.98903E-18,1.38778E-21,0.141414,0.15589,0.0144757,-5.76969E-17,-1.12416E-13,-1.12359E-13,-2.8894E-18,1.14922E-13,1.14925E-13,-1.88651E-18,2.93647E-14,2.93666E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0128759,0.0128849,9.02996E-06,3.01058E-18,2.99781E-18,-1.27676E-20,0.1,0.1,0,-1.99211E-18,-1.99419E-18,-2.08167E-21,0.136899,0.151341,0.0144421,-5.13131E-17,-1.28399E-13,-1.28348E-13,-2.8894E-18,-1.02054E-13,-1.02051E-13,-8.45678E-19,-7.28603E-14,-7.28594E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0131416,0.0131497,8.16633E-06,2.91406E-18,2.90795E-18,-6.10623E-21,0.1,0.1,0,-1.99519E-18,-1.9938E-18,1.38778E-21,0.132816,0.147243,0.0144269,-4.826E-17,-1.18734E-13,-1.18685E-13,-2.54245E-18,-5.095E-14,-5.09474E-14,-1.53957E-18,-4.61983E-14,-4.61967E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0133998,0.0134072,7.41109E-06,2.78812E-18,2.81754E-18,2.94209E-20,0.1,0.1,0,-1.99758E-18,-1.99827E-18,-6.93889E-22,0.12911,0.14354,0.0144299,-6.29705E-17,-4.25112E-14,-4.24483E-14,-4.60786E-19,-9.02351E-14,-9.02346E-14,-1.19262E-18,-6.134E-14,-6.13388E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0136512,0.013658,6.76006E-06,2.67023E-18,2.66218E-18,-8.04912E-21,0.1,0.1,0,-2.00135E-18,-1.99996E-18,1.38778E-21,0.12573,0.14018,0.01445,-5.89459E-17,-5.84824E-14,-5.84234E-14,-1.13841E-19,-7.06191E-14,-7.0619E-14,-1.88651E-18,-1.10584E-13,-1.10582E-13,,,,,,,,,,,,,,,,,,,,,,,,
0.0138965,0.0139027,6.20535E-06,2.5626E-18,2.55233E-18,-1.02696E-20,0.1,0.1,0,-2.00235E-18,-2.00512E-18,-2.77556E-21,0.122628,0.137114,0.0144858,-5.38111E-17,-6.18283E-14,-6.17745E-14,-2.19551E-18,9.93255E-14,9.93277E-14,-4.98733E-19,-6.84981E-14,-6.84976E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.014136,0.0141417,5.73724E-06,2.46109E-18,2.45498E-18,-6.10623E-21,0.1,0.1,0,-2.00126E-18,-2.00335E-18,-2.08167E-21,0.119759,0.134295,0.0145356,-5.0758E-17,3.71086E-14,3.71594E-14,-2.8894E-18,2.64112E-14,2.64141E-14,5.42101E-19,9.7144E-14,9.71435E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0143702,0.0143755,5.34539E-06,2.36956E-18,2.35957E-18,-9.99201E-21,0.1,0.1,0,-2.00018E-18,-2.00018E-18,0,0.117086,0.131684,0.0145978,-4.5762E-17,1.8089E-13,1.80936E-13,-2.8894E-18,2.0746E-15,2.07749E-15,5.42101E-19,-1.03869E-14,-1.03874E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0145993,0.0146044,5.01973E-06,2.28109E-18,2.27804E-18,-3.05311E-21,0.1,0.1,0,-1.99979E-18,-1.9991E-18,6.93889E-22,0.114577,0.129247,0.0146705,-4.42354E-17,-1.21921E-14,-1.21479E-14,-1.50162E-18,-2.8894E-18,-1.38778E-18,1.95156E-19,6.09392E-15,6.09372E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0148237,0.0148285,4.75082E-06,2.19429E-18,2.19262E-18,-1.66533E-21,0.1,0.1,0,-1.9987E-18,-1.9994E-18,-6.93889E-22,0.112201,0.126953,0.0147523,-4.34028E-17,6.55771E-14,6.56205E-14,-2.54245E-18,-5.96426E-15,-5.96172E-15,5.42101E-19,-5.96256E-15,-5.96311E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0150436,0.0150481,4.53017E-06,2.08167E-18,2.10748E-18,2.58127E-20,0.1,0.1,0,-1.99554E-18,-1.99762E-18,-2.08167E-21,0.109936,0.124778,0.0148419,-5.63091E-17,-1.94671E-14,-1.94108E-14,-2.54245E-18,-1.36272E-14,-1.36247E-14,1.58294E-18,-3.89222E-15,-3.8938E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0152591,0.0152635,4.35025E-06,1.97405E-18,1.96905E-18,-4.996E-21,0.1,0.1,0,-1.99445E-18,-1.99237E-18,2.08167E-21,0.107761,0.122699,0.014938,-5.38111E-17,-4.02307E-14,-4.01769E-14,-1.50162E-18,-3.81672E-15,-3.81521E-15,5.42101E-19,1.58294E-18,1.04083E-18,,,,,,,,,,,,,,,,,,,,,,,,
0.0154704,0.0154746,4.20449E-06,1.87114E-18,1.86642E-18,-4.71845E-21,0.1,0.1,0,-1.99406E-18,-1.99337E-18,6.93889E-22,0.105659,0.120698,0.0150396,-5.14519E-17,-4.78657E-14,-4.78143E-14,-1.13841E-19,-1.68102E-14,-1.68101E-14,1.95156E-19,8.40596E-14,8.40594E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0156777,0.0156818,4.08721E-06,1.77351E-18,1.76824E-18,-5.27356E-21,0.1,0.1,0,-1.99367E-18,-1.99367E-18,0,0.103615,0.118761,0.015146,-4.88151E-17,7.08885E-14,7.09373E-14,-1.13841E-19,-4.49066E-14,-4.49065E-14,1.95156E-19,6.73599E-14,6.73597E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0158809,0.0158849,3.99356E-06,1.68449E-18,1.67588E-18,-8.60423E-21,0.1,0.1,0,-1.99398E-18,-1.99328E-18,6.93889E-22,0.101618,0.116875,0.0152563,-4.4513E-17,-7.34448E-14,-7.34003E-14,-4.60786E-19,-7.28585E-14,-7.2858E-14,-1.51788E-19,-7.28582E-14,-7.2858E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0160802,0.0160841,3.9194E-06,1.60268E-18,1.59546E-18,-7.21645E-21,0.1,0.1,0,-1.99567E-18,-1.99428E-18,1.38778E-21,0.0996586,0.115029,0.0153701,-4.09048E-17,-1.44503E-13,-1.44462E-13,-2.19551E-18,-4.85727E-14,-4.85705E-14,-8.45678E-19,-4.85724E-14,-4.85716E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0162757,0.0162795,3.8612E-06,1.52725E-18,1.52087E-18,-6.38378E-21,0.1,0.1,0,-1.99667E-18,-1.99736E-18,-6.93889E-22,0.097728,0.113215,0.0154868,-3.77129E-17,-3.82023E-14,-3.81646E-14,-1.50162E-18,-6.9174E-15,-6.9159E-15,-4.98733E-19,5.18556E-15,5.18606E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0164673,0.0164711,3.81598E-06,1.45682E-18,1.45182E-18,-4.996E-21,0.1,0.1,0,-1.99697E-18,-1.99766E-18,-6.93889E-22,0.09582,0.111426,0.015606,-3.52149E-17,-1.31383E-14,-1.31031E-14,-3.93023E-18,-1.50162E-18,2.42861E-18,-1.51788E-19,-4.98733E-19,-3.46945E-19,,,,,,,,,,,,,,,,,,,,,,,,
0.0166552,0.016659,3.78124E-06,1.38861E-18,1.38639E-18,-2.22045E-21,0.1,0.1,0,-1.99727E-18,-1.99727E-18,0,0.0939294,0.109657,0.0157274,-3.41047E-17,-3.68942E-14,-3.68601E-14,-3.93023E-18,-2.42901E-14,-2.42861E-14,-1.51788E-19,-2.42863E-14,-2.42861E-14,,,,,,,,,,,,,,,,,,,,,,,,
0.0168393,0.016843,3.75485E-06,1.32262E-18,1.3204E-18,-2.22045E-21,0.1,0.1,0,-1.9955E-18,-1.99758E-18,-2.08167E-21,0.092052,0.107903,0.0158507,-3.29944E-17,2.4613E-14,2.4646E-14,-3.58329E-18,3.2549E-15,3.25848E-15,8.89046E-19,-6.51781E-15,-6.5187E-15,,,,,,,,,,,,,,,,,,,,,,,,
0.0170197,0.0170234,3.73504E-06,1.25885E-18,1.25663E-18,-2.22045E-21,0.1,0.1,0,-1.9958E-18,-1.99372E-18,2.08167E-21,0.0901844,0.10616,0.0159759,-3.18842E-17,-5.9111E-15,-5.87922E-15,-1.50162E-18,-3.58329E-18,-2.08167E-18,-1.51788E-19,8.89046E-19,1.04083E-18,,,,,,,,,,,,,,,,,,,,,,,,
