X0 dyn,X0 lin,X0 diff,X1 dyn,X1 lin,X1 diff,X2 dyn,X2 lin,X2 diff,X3 dyn,X3 lin,X3 diff,X4 dyn,X4 lin,X4 diff,X5 dyn,X5 lin,X5 diff,X6 dyn,X6 lin,X6 diff,X7 dyn,X7 lin,X7 diff,X8 dyn,X8 lin,X8 diff,X9 dyn,X9 lin,X9 diff,X10 dyn,X10 lin,X10 diff,X11 dyn,X11 lin,X11 diff,X12 dyn,X12 lin,X12 diff,X13 dyn,X13 lin,X13 diff,X14 dyn,X14 lin,X14 diff,X15 dyn,X15 lin,X15 diff,,,,,,
-0.119835,-0.119851,-1.55913E-05,-0.145579,-0.145569,1.05526E-05,0.0601914,0.0601761,-1.52328E-05,-2.99844,-2.99871,-0.000269865,-0.000850724,-0.000808253,4.24713E-05,1.3374,1.33744,4.10966E-05,7.51361E-06,7.5183E-06,4.69759E-09,0.4,0.4,0,-2.22045E-21,1.66533E-21,3.88578E-21,0.00194517,0.00927186,0.00732669,-0.00133959,-0.0318773,-0.0305377,0.00190049,-0.00675499,-0.00865547,0.0337592,0.0553075,0.0215483,-0.00530223,-0.0162705,-0.0109683,-0.00506365,-0.0474473,-0.0423836,8.23825E-07,0.0162342,0.0162334,1.58207E-17,5.0304E-13,5.03024E-13,-6.93889E-19,-2.12399E-11,-2.12399E-11
-0.119816,-0.119832,-1.54839E-05,-0.145593,-0.145582,1.11224E-05,0.0602103,0.0601952,-1.51203E-05,-2.9981,-2.99837,-0.000270643,-0.000903277,-0.000861329,4.19486E-05,1.33735,1.33739,3.99247E-05,7.5063E-06,7.51525E-06,8.95288E-09,0.4,0.4,0,-6.93889E-21,-3.60822E-21,3.33067E-21,0.00193252,0.00925927,0.00732675,-0.00139573,-0.0319945,-0.0305988,0.00188736,-0.00677627,-0.00866364,0.0338383,0.0554454,0.0216072,-0.00524267,-0.016075,-0.0108323,-0.00495193,-0.0471221,-0.0421701,3.98015E-07,0.016117,0.0161166,1.58207E-17,-1.59139E-12,-1.59141E-12,1.38778E-19,-5.49171E-12,-5.49171E-12
-0.119797,-0.119812,-1.52676E-05,-0.145607,-0.145596,1.14422E-05,0.060229,0.0602141,-1.49052E-05,-2.99776,-2.99803,-0.000270799,-0.0009548,-0.000913763,4.10373E-05,1.3373,1.33734,3.89531E-05,7.46704E-06,7.5071E-06,4.00562E-08,0.4,0.4,0,-6.66134E-21,-6.66134E-21,-3.00927E-36,0.00190237,0.00924967,0.0073473,-0.00143102,-0.0320337,-0.0306027,0.00185748,-0.00678746,-0.00864494,0.0338504,0.0555233,0.0216729,-0.00513286,-0.0160262,-0.0108933,-0.0048524,-0.0470747,-0.0422223,-1.14686E-06,0.0161222,0.0161233,1.60982E-17,-1.66831E-12,-1.66833E-12,4.16334E-19,1.40774E-11,1.40774E-11
-0.119778,-0.119793,-1.51404E-05,-0.145621,-0.14561,1.14618E-05,0.0602475,0.0602327,-1.47789E-05,-2.99742,-2.99769,-0.000270863,-0.00100583,-0.000965066,4.0769E-05,1.33725,1.33729,3.92102E-05,7.4533E-06,7.46475E-06,1.14448E-08,0.4,0.4,0,-7.49401E-21,-5.82867E-21,1.66533E-21,0.00188985,0.00921807,0.00732822,-0.00142673,-0.0320538,-0.0306271,0.00184511,-0.00681351,-0.00865862,0.0338515,0.0555657,0.0217142,-0.00509875,-0.0160294,-0.0109306,-0.00488977,-0.0471327,-0.0422429,-8.82508E-08,0.0162354,0.0162355,1.58207E-17,4.12942E-13,4.12926E-13,-1.38778E-19,3.34706E-13,3.34707E-13
-0.119759,-0.119774,-1.50887E-05,-0.145636,-0.145624,1.13119E-05,0.0602659,0.0602511,-1.47292E-05,-2.99708,-2.99735,-0.000270766,-0.00105663,-0.00101603,4.0597E-05,1.3372,1.33724,3.9733E-05,7.4452E-06,7.45313E-06,7.92849E-09,0.4,0.4,0,-8.32667E-21,-7.77156E-21,5.55111E-22,0.00188447,0.00920929,0.00732483,-0.00140501,-0.0320403,-0.0306353,0.00184,-0.00682277,-0.00866276,0.0338361,0.0555765,0.0217404,-0.00507981,-0.0159945,-0.0109147,-0.00496125,-0.0472109,-0.0422496,2.57539E-07,0.0162291,0.0162289,1.52656E-17,-3.4457E-12,-3.44572E-12,1.38778E-19,1.51396E-11,1.51396E-11
-0.11974,-0.119755,-1.50636E-05,-0.14565,-0.145638,1.10842E-05,0.0602843,0.0602695,-1.47067E-05,-2.99674,-2.99701,-0.000270582,-0.00110728,-0.00106679,4.04902E-05,1.33715,1.33719,4.04194E-05,7.43897E-06,7.44571E-06,6.7404E-09,0.4,0.4,0,-9.71445E-21,-8.04912E-21,1.66533E-21,0.00188175,0.00920602,0.00732428,-0.00137507,-0.0320125,-0.0306374,0.00183761,-0.00682636,-0.00866397,0.0338114,0.0555723,0.0217609,-0.00506758,-0.0159719,-0.0109044,-0.00505033,-0.0473172,-0.0422669,3.69834E-07,0.0162223,0.016222,1.55431E-17,6.12874E-12,6.12872E-12,1.38778E-19,-2.81849E-11,-2.81849E-11
-0.119722,-0.119737,-1.50488E-05,-0.145663,-0.145652,1.08178E-05,0.0603026,0.0602879,-1.46948E-05,-2.99641,-2.99668,-0.000270352,-0.00115783,-0.00111741,4.04123E-05,1.3371,1.33714,4.11915E-05,7.43335E-06,7.43971E-06,6.363E-09,0.4,0.4,0,-1.33227E-20,-9.4369E-21,3.88578E-21,0.00188006,0.00920482,0.00732476,-0.00134102,-0.0319777,-0.0306367,0.00183629,-0.00682779,-0.00866408,0.0337817,0.05556,0.0217783,-0.00505834,-0.0159549,-0.0108966,-0.00514857,-0.0474387,-0.0422902,4.03124E-07,0.0162153,0.0162149,1.47105E-17,1.54703E-12,1.54701E-12,1.38778E-19,-2.63558E-11,-2.63558E-11
-0.119703,-0.119718,-1.5038E-05,-0.145676,-0.145666,1.05318E-05,0.060321,0.0603063,-1.46872E-05,-2.99607,-2.99634,-0.000270098,-0.00120829,-0.00116794,4.03475E-05,1.33705,1.33709,4.20074E-05,7.4279E-06,7.43416E-06,6.25241E-09,0.4,0.4,0,-1.30451E-20,-1.30451E-20,-4.5139E-36,0.00187878,0.00920442,0.00732564,-0.00130489,-0.0319394,-0.0306345,0.00183541,-0.00682835,-0.00866376,0.0337495,0.0555433,0.0217938,-0.00505047,-0.0159404,-0.0108899,-0.00525142,-0.0475681,-0.0423167,4.10499E-07,0.0162083,0.0162079,1.4988E-17,-7.70457E-12,-7.70458E-12,1.38778E-19,2.65501E-11,2.65501E-11
-0.119684,-0.119699,-1.5029E-05,-0.145689,-0.145679,1.0236E-05,0.0603393,0.0603247,-1.46814E-05,-2.99573,-2.996,-0.000269832,-0.00125868,-0.00121839,4.02888E-05,1.337,1.33704,4.28446E-05,7.4225E-06,7.42872E-06,6.22573E-09,0.4,0.4,0,-6.66134E-21,-1.27676E-20,-6.10623E-21,0.00187768,0.00920433,0.00732665,-0.00126772,-0.0318994,-0.0306316,0.00183471,-0.00682854,-0.00866325,0.033716,0.0555245,0.0218085,-0.00504323,-0.015927,-0.0108838,-0.00535651,-0.0477015,-0.0423449,4.09799E-07,0.0162013,0.0162009,1.55431E-17,-3.67511E-13,-3.67527E-13,1.38778E-19,2.89755E-11,2.89755E-11
-0.119665,-0.11968,-1.50206E-05,-0.145702,-0.145692,9.93533E-06,0.0603577,0.060343,-1.46763E-05,-2.99539,-2.99566,-0.000269559,-0.001309,-0.00126877,4.0233E-05,1.33694,1.33698,4.36915E-05,7.4171E-06,7.42332E-06,6.22309E-09,0.4,0.4,0,1.38778E-21,-6.38378E-21,-7.77156E-21,0.00187665,0.0091946,0.00731795,-0.00123004,-0.0318584,-0.0306284,0.00183409,-0.00682983,-0.00866392,0.0336818,0.0555321,0.0218503,-0.00503629,-0.0159262,-0.0108899,-0.00546256,-0.0479043,-0.0424417,4.0684E-07,0.0162001,0.0161997,1.63758E-17,9.4494E-12,9.44938E-12,1.52656E-18,1.27888E-11,1.27888E-11
-0.119646,-0.119661,-1.49227E-05,-0.145714,-0.145704,9.64039E-06,0.0603759,0.0603614,-1.45853E-05,-2.99506,-2.99533,-0.000269635,-0.00135902,-0.00131907,3.99483E-05,1.33689,1.33693,4.47758E-05,7.39886E-06,7.41791E-06,1.90533E-08,0.4,0.4,0,4.996E-21,4.44089E-21,-5.55111E-22,0.00186233,0.00919364,0.00733131,-0.00119453,-0.0318179,-0.0306234,0.00182052,-0.00683052,-0.00865104,0.0336964,0.055512,0.0218156,-0.00499245,-0.015902,-0.0109095,-0.00558497,-0.0480353,-0.0424503,-5.92252E-07,0.0161807,0.0161813,1.63758E-17,1.09221E-11,1.09221E-11,-1.38778E-19,-5.66773E-12,-5.66773E-12
-0.119628,-0.119643,-1.48336E-05,-0.145726,-0.145716,9.40273E-06,0.0603941,0.0603796,-1.44992E-05,-2.99472,-2.99499,-0.00026953,-0.00140864,-0.00136901,3.96301E-05,1.33683,1.33687,4.53135E-05,7.38289E-06,7.39767E-06,1.47772E-08,0.4,0.4,0,8.60423E-21,4.71845E-21,-3.88578E-21,0.00185168,0.00918727,0.00733559,-0.00116539,-0.0317808,-0.0306154,0.00181033,-0.0068447,-0.00865503,0.0336816,0.0555184,0.0218368,-0.00495777,-0.0158234,-0.0108656,-0.00565973,-0.0481094,-0.0424497,-2.2298E-07,0.0161549,0.0161551,1.66533E-17,1.60348E-12,1.60346E-12,4.16334E-19,-2.06597E-11,-2.06597E-11
-0.119609,-0.119624,-1.476E-05,-0.145737,-0.145728,9.17154E-06,0.0604121,0.0603977,-1.44293E-05,-2.99438,-2.99465,-0.000269367,-0.00145795,-0.00141855,3.93962E-05,1.33677,1.33682,4.59546E-05,7.36896E-06,7.38245E-06,1.34926E-08,0.4,0.4,0,1.16573E-20,9.4369E-21,-2.22045E-21,0.00184281,0.00917814,0.00733534,-0.00113623,-0.0317486,-0.0306124,0.0018019,-0.00685365,-0.00865555,0.0336604,0.0555147,0.0218544,-0.00492936,-0.0157858,-0.0108564,-0.00574138,-0.0482155,-0.0424741,-1.0094E-07,0.0161484,0.0161485,1.66533E-17,7.02892E-12,7.02891E-12,-1.38778E-19,-1.91165E-11,-1.91165E-11
-0.119591,-0.119606,-1.46944E-05,-0.145748,-0.145739,8.93247E-06,0.0604301,0.0604157,-1.43673E-05,-2.99405,-2.99432,-0.000269181,-0.00150699,-0.00146781,3.91842E-05,1.33671,1.33676,4.66326E-05,7.35574E-06,7.36875E-06,1.30152E-08,0.4,0.4,0,1.19349E-20,1.13798E-20,-5.55111E-22,0.00183473,0.00917052,0.00733579,-0.00110611,-0.0317157,-0.0306096,0.00179428,-0.00686106,-0.00865535,0.0336367,0.0555064,0.0218697,-0.00490319,-0.0157527,-0.0108495,-0.00582683,-0.0483286,-0.0425017,-5.79244E-08,0.0161418,0.0161419,1.52656E-17,-9.42101E-14,-9.42254E-14,4.16334E-19,4.8042E-12,4.8042E-12
-0.119573,-0.119587,-1.46321E-05,-0.145759,-0.14575,8.68716E-06,0.060448,0.0604337,-1.43087E-05,-2.99371,-2.99398,-0.000268984,-0.00155578,-0.0015168,3.89815E-05,1.33665,1.3367,4.73279E-05,7.3428E-06,7.35562E-06,1.28219E-08,0.4,0.4,0,1.66533E-20,1.27676E-20,-3.88578E-21,0.001827,0.00916353,0.00733654,-0.0010753,-0.0316819,-0.0306066,0.00178701,-0.0068678,-0.00865482,0.0336119,0.055496,0.0218841,-0.00487798,-0.0157215,-0.0108435,-0.00591408,-0.0484449,-0.0425308,-4.3199E-08,0.0161352,0.0161352,1.58207E-17,-1.64752E-12,-1.64753E-12,6.93889E-19,1.99947E-11,1.99947E-11
-0.119555,-0.119569,-1.45712E-05,-0.14577,-0.145761,8.43826E-06,0.0604658,0.0604516,-1.42516E-05,-2.99337,-2.99364,-0.000268782,-0.00160432,-0.00156553,3.87832E-05,1.33659,1.33664,4.80312E-05,7.32998E-06,7.34271E-06,1.27303E-08,0.4,0.4,0,1.63758E-20,1.80411E-20,1.66533E-21,0.00181942,0.0091568,0.00733738,-0.00104412,-0.0316475,-0.0306034,0.0017799,-0.00687424,-0.00865414,0.0335865,0.0554847,0.0218982,-0.00485325,-0.015691,-0.0108378,-0.00600216,-0.0485628,-0.0425606,-3.85269E-08,0.0161285,0.0161286,1.63758E-17,1.91165E-12,1.91164E-12,-1.38778E-19,1.74407E-11,1.74407E-11
-0.119536,-0.119551,-1.45111E-05,-0.14578,-0.145772,8.18753E-06,0.0604836,0.0604694,-1.41952E-05,-2.99304,-2.99331,-0.000268577,-0.00165261,-0.00161402,3.85874E-05,1.33653,1.33658,4.87378E-05,7.31723E-06,7.32991E-06,1.26736E-08,0.4,0.4,0,1.77636E-20,1.60982E-20,-1.66533E-21,0.00181193,0.00915017,0.00733824,-0.00101274,-0.0316128,-0.0306,0.00177287,-0.00688053,-0.00865339,0.0335609,0.0554728,0.0219119,-0.0048288,-0.0156611,-0.0108323,-0.00609056,-0.0486814,-0.0425908,-3.72942E-08,0.0161219,0.016122,1.7486E-17,-6.35E-12,-6.35002E-12,1.38778E-19,-3.10775E-11,-3.10775E-11
-0.119518,-0.119533,-1.44515E-05,-0.14579,-0.145782,7.93595E-06,0.0605013,0.0604871,-1.41394E-05,-2.9927,-2.99297,-0.000268371,-0.00170066,-0.00166227,3.83933E-05,1.33647,1.33652,4.94453E-05,7.30453E-06,7.31716E-06,1.26283E-08,0.4,0.4,0,2.30371E-20,1.80411E-20,-4.996E-21,0.00180449,0.00914359,0.00733911,-0.000981276,-0.0315779,-0.0305966,0.00176589,-0.00688672,-0.00865261,0.0335351,0.0554607,0.0219256,-0.00480455,-0.0156314,-0.0108268,-0.00617901,-0.0488003,-0.0426213,-3.71751E-08,0.0161153,0.0161153,1.66533E-17,4.42524E-13,4.42507E-13,1.249E-18,1.32616E-11,1.32616E-11
-0.1195,-0.119515,-1.43923E-05,-0.1458,-0.145792,7.68407E-06,0.0605189,0.0605048,-1.40838E-05,-2.99237,-2.99264,-0.000268164,-0.00174847,-0.00171027,3.82005E-05,1.33641,1.33646,5.01524E-05,7.29187E-06,7.30446E-06,1.25864E-08,0.4,0.4,0,2.88658E-20,2.55351E-20,-3.33067E-21,0.00179709,0.00913704,0.00733995,-0.000949785,-0.0315429,-0.0305931,0.00175896,-0.00689284,-0.0086518,0.0335093,0.0554485,0.0219392,-0.00478045,-0.0156019,-0.0108214,-0.0062674,-0.0489193,-0.0426519,-3.7383E-08,0.0161087,0.0161088,1.60982E-17,-2.93373E-12,-2.93374E-12,-1.38778E-19,-6.0399E-12,-6.0399E-12
-0.119482,-0.119497,-1.43333E-05,-0.145809,-0.145802,7.43217E-06,0.0605364,0.0605224,-1.40286E-05,-2.99203,-2.9923,-0.000267958,-0.00179604,-0.00175803,3.80088E-05,1.33635,1.3364,5.08584E-05,7.27925E-06,7.29179E-06,1.25454E-08,0.4,0.4,0,3.35842E-20,2.85882E-20,-4.996E-21,0.00178973,0.00913051,0.00734078,-0.000918297,-0.031508,-0.0305897,0.00175206,-0.0068989,-0.00865096,0.0334834,0.0554362,0.0219527,-0.00475649,-0.0155725,-0.010816,-0.00635563,-0.0490382,-0.0426826,-3.7666E-08,0.0161022,0.0161022,1.60982E-17,-5.20235E-12,-5.20236E-12,1.38778E-19,2.76002E-11,2.76002E-11
-0.119465,-0.119479,-1.42746E-05,-0.145818,-0.145811,7.18039E-06,0.0605539,0.0605399,-1.39737E-05,-2.9917,-2.99197,-0.000267751,-0.00184337,-0.00180555,3.78182E-05,1.33628,1.33633,5.15629E-05,7.26667E-06,7.27917E-06,1.25045E-08,0.4,0.4,0,3.55271E-20,3.38618E-20,-1.66533E-21,0.00178241,0.00912398,0.00734158,-0.000886827,-0.0314731,-0.0305862,0.0017452,-0.00690491,-0.0086501,0.0334576,0.0554238,0.0219663,-0.00473266,-0.0155434,-0.0108107,-0.00644368,-0.049157,-0.0427133,-3.79535E-08,0.0160956,0.0160957,1.58207E-17,4.14191E-12,4.14189E-12,-1.38778E-19,-6.84644E-12,-6.84644E-12
-0.119447,-0.119461,-1.42162E-05,-0.145827,-0.14582,6.92882E-06,0.0605713,0.0605574,-1.3919E-05,-2.99136,-2.99163,-0.000267544,-0.00189047,-0.00185284,3.76286E-05,1.33622,1.33627,5.22659E-05,7.25413E-06,7.26659E-06,1.24636E-08,0.4,0.4,0,3.91354E-20,3.52496E-20,-3.88578E-21,0.00177511,0.00911747,0.00734236,-0.000855385,-0.0314382,-0.0305828,0.00173836,-0.00691086,-0.00864923,0.0334317,0.0554115,0.0219797,-0.00470896,-0.0155144,-0.0108054,-0.00653153,-0.0492757,-0.0427442,-3.82277E-08,0.0160891,0.0160892,1.60982E-17,-2.26514E-12,-2.26516E-12,1.38778E-19,-2.55572E-12,-2.55572E-12
-0.119429,-0.119443,-1.41581E-05,-0.145835,-0.145828,6.67749E-06,0.0605887,0.0605748,-1.38645E-05,-2.99103,-2.9913,-0.000267337,-0.00193732,-0.00189988,3.744E-05,1.33615,1.3362,5.29672E-05,7.24163E-06,7.25405E-06,1.24227E-08,0.4,0.4,0,4.16334E-20,3.94129E-20,-2.22045E-21,0.00176786,0.00911097,0.00734311,-0.000823975,-0.0314033,-0.0305794,0.00173156,-0.00691677,-0.00864833,0.0334059,0.0553991,0.0219932,-0.00468538,-0.0154855,-0.0108001,-0.00661917,-0.0493942,-0.0427751,-3.84896E-08,0.0160826,0.0160827,1.60982E-17,2.28376E-12,2.28374E-12,6.93889E-19,-2.05978E-11,-2.05978E-11
-0.119411,-0.119426,-1.41002E-05,-0.145843,-0.145837,6.42644E-06,0.0606059,0.0605921,-1.38104E-05,-2.9907,-2.99096,-0.00026713,-0.00198395,-0.0019467,3.72524E-05,1.33608,1.33614,5.36668E-05,7.22917E-06,7.24155E-06,1.23817E-08,0.4,0.4,0,4.7462E-20,4.30211E-20,-4.44089E-21,0.00176063,0.00910447,0.00734384,-0.000792598,-0.0313685,-0.0305759,0.0017248,-0.00692262,-0.00864742,0.0333801,0.0553867,0.0220066,-0.00466192,-0.0154568,-0.0107949,-0.00670658,-0.0495126,-0.042806,-3.87413E-08,0.0160762,0.0160762,1.58207E-17,2.35852E-12,2.3585E-12,1.38778E-19,9.52328E-12,9.52328E-12
-0.119394,-0.119408,-1.40426E-05,-0.145851,-0.145845,6.17566E-06,0.0606231,0.0606094,-1.37564E-05,-2.99036,-2.99063,-0.000266923,-0.00203034,-0.00199327,3.70657E-05,1.33602,1.33607,5.43646E-05,7.21675E-06,7.22909E-06,1.23407E-08,0.4,0.4,0,5.55112E-20,4.77396E-20,-7.77156E-21,0.00175344,0.00909799,0.00734455,-0.000761257,-0.0313338,-0.0305725,0.00171806,-0.00692842,-0.00864648,0.0333543,0.0553743,0.02202,-0.00463859,-0.0154282,-0.0107897,-0.00679378,-0.0496308,-0.042837,-3.89845E-08,0.0160697,0.0160698,1.52656E-17,9.24577E-12,9.24575E-12,1.52656E-18,1.14585E-11,1.14585E-11
-0.119376,-0.11939,-1.39853E-05,-0.145858,-0.145852,5.92517E-06,0.0606403,0.0606266,-1.37028E-05,-2.99003,-2.9903,-0.000266717,-0.00207649,-0.00203961,3.688E-05,1.33595,1.336,5.50607E-05,7.20438E-06,7.21668E-06,1.22998E-08,0.4,0.4,0,6.35603E-20,5.85643E-20,-4.996E-21,0.00174628,0.00909152,0.00734524,-0.000729951,-0.0312991,-0.0305691,0.00171136,-0.00693417,-0.00864553,0.0333285,0.0553619,0.0220334,-0.00461538,-0.0153998,-0.0107844,-0.00688076,-0.0497488,-0.0428681,-3.92224E-08,0.0160633,0.0160634,1.55431E-17,6.48667E-12,6.48665E-12,4.16334E-19,2.02671E-11,2.02671E-11
-0.119359,-0.119373,-1.39282E-05,-0.145865,-0.14586,5.67497E-06,0.0606573,0.0606437,-1.36494E-05,-2.9897,-2.98996,-0.00026651,-0.00212242,-0.00208573,3.66953E-05,1.33588,1.33593,5.57549E-05,7.19204E-06,7.2043E-06,1.2259E-08,0.4,0.4,0,6.32827E-20,6.43929E-20,1.11022E-21,0.00173915,0.00908505,0.0073459,-0.000698683,-0.0312644,-0.0305658,0.00170469,-0.00693987,-0.00864456,0.0333027,0.0553494,0.0220468,-0.00459228,-0.0153715,-0.0107793,-0.00696751,-0.0498667,-0.0428992,-3.94565E-08,0.0160569,0.016057,1.63758E-17,-2.8891E-12,-2.88912E-12,-4.16334E-19,-1.24005E-11,-1.24004E-11
