X0 dyn,X0 lin,X0 diff,X1 dyn,X1 lin,X1 diff,X2 dyn,X2 lin,X2 diff,X3 dyn,X3 lin,X3 diff,X4 dyn,X4 lin,X4 diff,X5 dyn,X5 lin,X5 diff,X6 dyn,X6 lin,X6 diff,X7 dyn,X7 lin,X7 diff,X8 dyn,X8 lin,X8 diff,X9 dyn,X9 lin,X9 diff,X10 dyn,X10 lin,X10 diff,X11 dyn,X11 lin,X11 diff,X12 dyn,X12 lin,X12 diff,X13 dyn,X13 lin,X13 diff,X14 dyn,X14 lin,X14 diff,X15 dyn,X15 lin,X15 diff,,,,,,
-0.11702,-0.117029,-8.32874E-06,-0.141299,-0.141336,-3.71882E-05,0.0630204,0.0630118,-8.63184E-06,-2.9339,-2.93412,-0.000223816,-0.00843039,-0.00840954,2.08471E-05,1.30175,1.30193,0.000184619,-0.000502366,-0.000500323,2.04306E-06,0.419215,0.419141,-7.4607E-05,0.00187474,0.00186688,-7.86677E-06,0.00104083,0.00826553,0.0072247,0.00465718,-0.0255335,-0.0301906,0.0010784,-0.00715423,-0.00823263,0.0279703,0.0521571,0.0241868,-0.00261061,-0.0132756,-0.010665,-0.0230682,-0.0738664,-0.0507982,-0.000254893,0.0150915,0.0153464,0.00932251,0.0131064,0.0037839,0.000983409,0.00119643,0.000213021
-0.11701,-0.117018,-8.32379E-06,-0.141252,-0.141289,-3.73526E-05,0.0630312,0.0630226,-8.62858E-06,-2.93362,-2.93384,-0.000223684,-0.00845643,-0.00843561,2.08198E-05,1.30151,1.3017,0.000184902,-0.000504918,-0.000502876,2.04242E-06,0.419308,0.419234,-7.44384E-05,0.00188457,0.00187671,-7.85856E-06,0.00104021,0.00826249,0.00722227,0.00467771,-0.0255122,-0.0301899,0.001078,-0.00715119,-0.00822919,0.0279537,0.0521499,0.0241962,-0.00260721,-0.0132717,-0.0106645,-0.0231036,-0.0739417,-0.0508381,-0.000254818,0.0150913,0.0153461,0.00930144,0.0130827,0.0037813,0.000982384,0.00119515,0.000212767
-0.117,-0.117008,-8.31902E-06,-0.141205,-0.141243,-3.75167E-05,0.063042,0.0630333,-8.62548E-06,-2.93334,-2.93356,-0.000223552,-0.00848244,-0.00846164,2.07931E-05,1.30128,1.30147,0.000185184,-0.00050747,-0.000505428,2.0418E-06,0.419401,0.419327,-7.42684E-05,0.00189438,0.00188653,-7.85011E-06,0.00103962,0.00825946,0.00721984,0.00469822,-0.025491,-0.0301892,0.00107761,-0.00714813,-0.00822575,0.0279373,0.0521428,0.0242055,-0.00260387,-0.0132678,-0.010664,-0.0231388,-0.0740168,-0.0508781,-0.000254743,0.0150911,0.0153459,0.00928009,0.0130591,0.00377903,0.000981308,0.00119387,0.000212567
-0.116989,-0.116998,-8.31443E-06,-0.141158,-0.141196,-3.76805E-05,0.0630527,0.0630441,-8.62255E-06,-2.93306,-2.93328,-0.00022342,-0.00850841,-0.00848764,2.07669E-05,1.30105,1.30124,0.000185465,-0.00051002,-0.000507979,2.04125E-06,0.419494,0.41942,-7.40967E-05,0.00190419,0.00189635,-7.84133E-06,0.00103905,0.00825643,0.00721738,0.00471869,-0.0254698,-0.0301885,0.00107725,-0.00714504,-0.00822229,0.0279208,0.0521357,0.0242149,-0.00260059,-0.0132641,-0.0106635,-0.0231738,-0.0740919,-0.0509181,-0.00025468,0.0150909,0.0153456,0.00925865,0.0130353,0.00377667,0.000980212,0.00119256,0.000212353
-0.116979,-0.116987,-8.30999E-06,-0.141111,-0.141149,-3.7844E-05,0.0630635,0.0630549,-8.61977E-06,-2.93278,-2.933,-0.000223288,-0.00853435,-0.00851361,2.07412E-05,1.30082,1.30101,0.000185744,-0.000512571,-0.00051053,2.04077E-06,0.419586,0.419513,-7.39257E-05,0.00191398,0.00190615,-7.83261E-06,0.0010385,0.00825342,0.00721492,0.00473912,-0.0254487,-0.0301878,0.00107691,-0.00714192,-0.00821883,0.0279044,0.0521286,0.0242242,-0.00259738,-0.0132604,-0.010663,-0.0232087,-0.0741668,-0.0509581,-0.000254624,0.0150907,0.0153453,0.00923729,0.0130115,0.00377416,0.000979124,0.00119124,0.000212116
-0.116968,-0.116977,-8.30569E-06,-0.141063,-0.141101,-3.80072E-05,0.0630743,0.0630657,-8.61714E-06,-2.9325,-2.93273,-0.000223157,-0.00856026,-0.00853955,2.0716E-05,1.30059,1.30077,0.000186023,-0.00051512,-0.00051308,2.04035E-06,0.419679,0.419605,-7.37556E-05,0.00192376,0.00191594,-7.82399E-06,0.00103797,0.00825043,0.00721246,0.00475952,-0.0254276,-0.0301871,0.00107658,-0.00713878,-0.00821536,0.027888,0.0521215,0.0242335,-0.00259424,-0.0132568,-0.0106625,-0.0232436,-0.0742417,-0.0509981,-0.000254576,0.0150905,0.0153451,0.00921605,0.0129877,0.00377163,0.000978049,0.00118992,0.000211875
-0.116958,-0.116966,-8.30154E-06,-0.141016,-0.141054,-3.81702E-05,0.063085,0.0630764,-8.61466E-06,-2.93222,-2.93245,-0.000223026,-0.00858614,-0.00856545,2.06914E-05,1.30035,1.30054,0.0001863,-0.000517669,-0.000515629,2.03998E-06,0.419771,0.419697,-7.35863E-05,0.00193353,0.00192572,-7.81547E-06,0.00103746,0.00824744,0.00720998,0.00477989,-0.0254066,-0.0301865,0.00107627,-0.00713562,-0.00821189,0.0278716,0.0521144,0.0242428,-0.00259116,-0.0132532,-0.010662,-0.0232782,-0.0743164,-0.0510381,-0.000254533,0.0150904,0.0153449,0.00919491,0.012964,0.00376909,0.000976986,0.00118862,0.000211632
-0.116948,-0.116956,-8.29754E-06,-0.140968,-0.141006,-3.83329E-05,0.0630958,0.0630872,-8.61232E-06,-2.93195,-2.93217,-0.000222895,-0.00861199,-0.00859133,2.06672E-05,1.30012,1.30031,0.000186577,-0.000520218,-0.000518178,2.03969E-06,0.419863,0.419789,-7.34182E-05,0.00194329,0.00193549,-7.80712E-06,0.00103696,0.00824447,0.00720751,0.00480022,-0.0253856,-0.0301858,0.00107598,-0.00713243,-0.00820841,0.0278552,0.0521073,0.0242521,-0.00258815,-0.0132497,-0.0106615,-0.0233129,-0.0743909,-0.051078,-0.000254514,0.0150903,0.0153448,0.00917414,0.0129404,0.00376627,0.00097598,0.00118732,0.000211342
-0.116937,-0.116946,-8.29369E-06,-0.14092,-0.140958,-3.84955E-05,0.0631066,0.063098,-8.61013E-06,-2.93167,-2.93189,-0.000222764,-0.00863781,-0.00861717,2.06436E-05,1.29989,1.30007,0.000186852,-0.000522766,-0.000520727,2.03933E-06,0.419954,0.419881,-7.32502E-05,0.00195304,0.00194525,-7.79873E-06,0.00103649,0.00824153,0.00720504,0.00482053,-0.0253646,-0.0301851,0.00107571,-0.00712923,-0.00820494,0.0278389,0.0521002,0.0242613,-0.00258519,-0.0132462,-0.010661,-0.0233472,-0.0744653,-0.0511181,-0.000254466,0.0150903,0.0153447,0.00915292,0.0129171,0.00376418,0.000974894,0.00118607,0.000211173
-0.116927,-0.116935,-8.28999E-06,-0.140871,-0.14091,-3.86577E-05,0.0631173,0.0631087,-8.60809E-06,-2.93139,-2.93161,-0.000222633,-0.0086636,-0.00864298,2.06205E-05,1.29965,1.29984,0.000187127,-0.000525314,-0.000523275,2.03917E-06,0.420046,0.419972,-7.30824E-05,0.00196279,0.00195499,-7.79036E-06,0.00103603,0.00823857,0.00720254,0.00484081,-0.0253437,-0.0301845,0.00107546,-0.00712598,-0.00820144,0.0278226,0.0520931,0.0242706,-0.0025823,-0.0132428,-0.0106605,-0.0233816,-0.0745397,-0.0511581,-0.000254444,0.0150901,0.0153445,0.00913198,0.0128935,0.00376149,0.000973852,0.00118476,0.000210906
-0.116917,-0.116925,-8.28643E-06,-0.140823,-0.140862,-3.88197E-05,0.0631281,0.0631195,-8.60619E-06,-2.93111,-2.93133,-0.000222503,-0.00868937,-0.00866877,2.05979E-05,1.29942,1.29961,0.000187401,-0.000527862,-0.000525823,2.039E-06,0.420137,0.420064,-7.29156E-05,0.00197251,0.00196473,-7.78211E-06,0.00103559,0.00823563,0.00720004,0.00486105,-0.0253228,-0.0301839,0.00107522,-0.00712272,-0.00819794,0.0278063,0.0520861,0.0242798,-0.00257948,-0.0132395,-0.01066,-0.0234157,-0.0746139,-0.0511982,-0.000254428,0.0150901,0.0153445,0.00911115,0.0128701,0.00375893,0.000972824,0.00118348,0.000210658
-0.116906,-0.116915,-8.28301E-06,-0.140774,-0.140813,-3.89814E-05,0.0631389,0.0631302,-8.60443E-06,-2.93083,-2.93105,-0.000222373,-0.0087151,-0.00869452,2.05758E-05,1.29919,1.29937,0.000187674,-0.00053041,-0.000528371,2.03889E-06,0.420228,0.420155,-7.27495E-05,0.00198223,0.00197446,-7.77393E-06,0.00103517,0.00823271,0.00719754,0.00488126,-0.025302,-0.0301832,0.00107501,-0.00711943,-0.00819444,0.02779,0.052079,0.024289,-0.00257671,-0.0132362,-0.0106595,-0.0234498,-0.074688,-0.0512382,-0.000254417,0.01509,0.0153444,0.0090904,0.0128468,0.00375638,0.000971803,0.00118222,0.000210412
-0.116896,-0.116904,-8.27974E-06,-0.140725,-0.140764,-3.91429E-05,0.0631496,0.063141,-8.60282E-06,-2.93055,-2.93078,-0.000222243,-0.00874081,-0.00872025,2.05542E-05,1.29895,1.29914,0.000187945,-0.000532958,-0.000530919,2.03882E-06,0.420318,0.420246,-7.25838E-05,0.00199194,0.00198418,-7.76581E-06,0.00103476,0.0082298,0.00719504,0.00490144,-0.0252811,-0.0301826,0.00107481,-0.00711612,-0.00819093,0.0277738,0.052072,0.0242982,-0.00257402,-0.013233,-0.010659,-0.0234838,-0.0747619,-0.0512782,-0.000254413,0.01509,0.0153444,0.0090697,0.0128235,0.00375384,0.000970788,0.00118096,0.000210168
-0.116886,-0.116894,-8.27661E-06,-0.140676,-0.140715,-3.93041E-05,0.0631604,0.0631518,-8.60135E-06,-2.93028,-2.9305,-0.000222113,-0.00876649,-0.00874596,2.05331E-05,1.29871,1.2989,0.000188216,-0.000535505,-0.000533467,2.0388E-06,0.420409,0.420337,-7.24186E-05,0.00200164,0.00199389,-7.75773E-06,0.00103438,0.0082269,0.00719253,0.00492159,-0.0252604,-0.030182,0.00107463,-0.00711279,-0.00818742,0.0277575,0.0520649,0.0243074,-0.00257138,-0.0132298,-0.0106585,-0.0235176,-0.0748358,-0.0513182,-0.000254415,0.01509,0.0153444,0.00904906,0.0128004,0.0037513,0.000969779,0.0011797,0.000209924
-0.116875,-0.116884,-8.27363E-06,-0.140627,-0.140666,-3.94651E-05,0.0631711,0.0631625,-8.60002E-06,-2.93,-2.93022,-0.000221983,-0.00879214,-0.00877163,2.05125E-05,1.29848,1.29867,0.000188486,-0.000538053,-0.000536014,2.03884E-06,0.420499,0.420427,-7.22538E-05,0.00201133,0.00200358,-7.74969E-06,0.00103401,0.00822402,0.00719001,0.00494171,-0.0252397,-0.0301814,0.00107446,-0.00710944,-0.0081839,0.0277413,0.0520579,0.0243165,-0.00256881,-0.0132267,-0.0106579,-0.0235513,-0.0749095,-0.0513582,-0.000254422,0.0150901,0.0153445,0.00902847,0.0127772,0.00374877,0.000968776,0.00117845,0.000209679
-0.116865,-0.116873,-8.27079E-06,-0.140577,-0.140617,-3.96259E-05,0.0631819,0.0631732,-8.59884E-06,-2.92972,-2.92994,-0.000221854,-0.00881777,-0.00879728,2.04924E-05,1.29824,1.29843,0.000188755,-0.000540601,-0.000538562,2.03892E-06,0.420589,0.420517,-7.20894E-05,0.00202101,0.00201327,-7.7417E-06,0.00103366,0.00822115,0.00718749,0.0049618,-0.025219,-0.0301808,0.00107432,-0.00710606,-0.00818038,0.0277252,0.0520508,0.0243257,-0.0025663,-0.0132237,-0.0106574,-0.0235849,-0.0749831,-0.0513982,-0.000254436,0.0150901,0.0153445,0.00900794,0.0127542,0.00374624,0.000967777,0.00117721,0.000209435
-0.116855,-0.116863,-8.26809E-06,-0.140528,-0.140567,-3.97864E-05,0.0631926,0.063184,-8.59779E-06,-2.92944,-2.92967,-0.000221724,-0.00884338,-0.00882291,2.04728E-05,1.29801,1.2982,0.000189022,-0.000543149,-0.00054111,2.03904E-06,0.420679,0.420608,-7.19255E-05,0.00203068,0.00202295,-7.73375E-06,0.00103333,0.00821828,0.00718496,0.00498186,-0.0251983,-0.0301802,0.00107419,-0.00710266,-0.00817685,0.027709,0.0520438,0.0243348,-0.00256385,-0.0132207,-0.0106569,-0.0236184,-0.0750566,-0.0514382,-0.000254456,0.0150902,0.0153446,0.00898746,0.0127312,0.0037437,0.000966784,0.00117597,0.000209191
-0.116844,-0.116852,-8.26554E-06,-0.140478,-0.140518,-3.99467E-05,0.0632033,0.0631947,-8.59689E-06,-2.92917,-2.92939,-0.000221595,-0.00886896,-0.00884851,2.04537E-05,1.29777,1.29796,0.000189289,-0.000545697,-0.000543658,2.03922E-06,0.420769,0.420697,-7.17619E-05,0.00204034,0.00203261,-7.72583E-06,0.00103301,0.00821544,0.00718242,0.00500189,-0.0251777,-0.0301796,0.00107408,-0.00709924,-0.00817332,0.0276929,0.0520368,0.0243439,-0.00256146,-0.0132178,-0.0106563,-0.0236517,-0.0751299,-0.0514782,-0.000254482,0.0150903,0.0153447,0.00896703,0.0127082,0.00374118,0.000965795,0.00117474,0.000208947
-0.116834,-0.116842,-8.26312E-06,-0.140428,-0.140468,-4.01067E-05,0.0632141,0.0632055,-8.59613E-06,-2.92889,-2.92911,-0.000221466,-0.00889452,-0.00887408,2.04351E-05,1.29753,1.29772,0.000189555,-0.000548245,-0.000546206,2.03944E-06,0.420859,0.420787,-7.15988E-05,0.00204999,0.00204227,-7.71795E-06,0.00103272,0.0082126,0.00717988,0.00502189,-0.0251571,-0.030179,0.00107399,-0.00709579,-0.00816978,0.0276768,0.0520298,0.024353,-0.00255914,-0.0132149,-0.0106558,-0.0236849,-0.0752032,-0.0515182,-0.000254513,0.0150903,0.0153449,0.00894664,0.0126853,0.00373865,0.000964811,0.00117351,0.000208703
-0.116824,-0.116832,-8.26085E-06,-0.140377,-0.140418,-4.02665E-05,0.0632248,0.0632162,-8.59551E-06,-2.92861,-2.92884,-0.000221337,-0.00892005,-0.00889964,2.0417E-05,1.2973,1.29749,0.00018982,-0.000550794,-0.000548754,2.03971E-06,0.420948,0.420877,-7.1436E-05,0.00205963,0.00205192,-7.71011E-06,0.00103244,0.00820977,0.00717734,0.00504185,-0.0251366,-0.0301784,0.00107391,-0.00709232,-0.00816623,0.0276607,0.0520228,0.024362,-0.00255688,-0.0132121,-0.0106553,-0.023718,-0.0752763,-0.0515583,-0.000254551,0.0150905,0.015345,0.00892631,0.0126624,0.00373612,0.000963832,0.00117229,0.00020846
-0.116813,-0.116822,-8.25872E-06,-0.140327,-0.140367,-4.0426E-05,0.0632356,0.063227,-8.59502E-06,-2.92834,-2.92856,-0.000221209,-0.00894557,-0.00892517,2.03994E-05,1.29706,1.29725,0.000190084,-0.000553343,-0.000551303,2.04002E-06,0.421037,0.420966,-7.12736E-05,0.00206926,0.00206156,-7.70231E-06,0.00103218,0.00820696,0.00717478,0.00506179,-0.0251161,-0.0301779,0.00107386,-0.00708882,-0.00816268,0.0276447,0.0520158,0.0243711,-0.00255467,-0.0132094,-0.0106547,-0.023751,-0.0753493,-0.0515983,-0.000254594,0.0150906,0.0153452,0.00890602,0.0126396,0.0037336,0.000962858,0.00117107,0.000208216
-0.116803,-0.116811,-8.25673E-06,-0.140276,-0.140317,-4.05853E-05,0.0632463,0.0632377,-8.59468E-06,-2.92806,-2.92828,-0.000221081,-0.00897106,-0.00895068,2.03822E-05,1.29682,1.29701,0.000190347,-0.000555893,-0.000553852,2.04038E-06,0.421126,0.421055,-7.11116E-05,0.00207888,0.00207119,-7.69455E-06,0.00103193,0.00820416,0.00717223,0.0050817,-0.0250956,-0.0301773,0.00107381,-0.00708531,-0.00815912,0.0276286,0.0520088,0.0243801,-0.00255253,-0.0132067,-0.0106542,-0.0237839,-0.0754222,-0.0516383,-0.000254642,0.0150907,0.0153454,0.00888578,0.0126169,0.00373108,0.000961888,0.00116986,0.000207973
-0.116793,-0.116801,-8.25487E-06,-0.140225,-0.140266,-4.07443E-05,0.0632571,0.0632485,-8.59447E-06,-2.92778,-2.92801,-0.000220952,-0.00899653,-0.00897616,2.03655E-05,1.29658,1.29677,0.000190609,-0.000558443,-0.000556402,2.04078E-06,0.421215,0.421144,-7.095E-05,0.00208849,0.0020808,-7.68682E-06,0.0010317,0.00820137,0.00716966,0.00510158,-0.0250752,-0.0301768,0.00107379,-0.00708177,-0.00815556,0.0276126,0.0520018,0.0243892,-0.00255044,-0.0132041,-0.0106536,-0.0238166,-0.075495,-0.0516783,-0.000254696,0.0150909,0.0153456,0.00886559,0.0125942,0.00372856,0.000960923,0.00116865,0.000207729
-0.116782,-0.116791,-8.25316E-06,-0.140174,-0.140215,-4.09031E-05,0.0632678,0.0632592,-8.5944E-06,-2.92751,-2.92773,-0.000220824,-0.00902198,-0.00900163,2.03493E-05,1.29634,1.29654,0.00019087,-0.000560993,-0.000558952,2.04123E-06,0.421303,0.421233,-7.07888E-05,0.00209809,0.00209041,-7.67913E-06,0.00103149,0.00819859,0.00716709,0.00512142,-0.0250548,-0.0301762,0.00107379,-0.00707821,-0.00815199,0.0275966,0.0519948,0.0243982,-0.00254842,-0.0132015,-0.0106531,-0.0238493,-0.0755676,-0.0517183,-0.000254756,0.0150911,0.0153458,0.00884545,0.0125715,0.00372604,0.000959962,0.00116745,0.000207486
-0.116772,-0.11678,-8.25158E-06,-0.140123,-0.140164,-4.10617E-05,0.0632785,0.06327,-8.59447E-06,-2.92723,-2.92745,-0.000220697,-0.00904741,-0.00902708,2.03336E-05,1.29611,1.2963,0.000191131,-0.000563545,-0.000561503,2.04172E-06,0.421392,0.421321,-7.0628E-05,0.00210768,0.00210001,-7.67147E-06,0.0010313,0.00819582,0.00716452,0.00514124,-0.0250345,-0.0301757,0.0010738,-0.00707462,-0.00814842,0.0275807,0.0519878,0.0244071,-0.00254646,-0.0131989,-0.0106525,-0.0238818,-0.0756401,-0.0517584,-0.00025482,0.0150913,0.0153461,0.00882536,0.0125489,0.00372353,0.000959005,0.00116625,0.000207243
-0.116762,-0.11677,-8.25014E-06,-0.140071,-0.140112,-4.122E-05,0.0632893,0.0632807,-8.59467E-06,-2.92696,-2.92718,-0.000220569,-0.00907282,-0.0090525,2.03184E-05,1.29587,1.29606,0.00019139,-0.000566097,-0.000564054,2.04225E-06,0.42148,0.421409,-7.04675E-05,0.00211726,0.0021096,-7.66385E-06,0.00103113,0.00819306,0.00716194,0.00516102,-0.0250142,-0.0301752,0.00107382,-0.00707101,-0.00814484,0.0275647,0.0519808,0.0244161,-0.00254455,-0.0131965,-0.0106519,-0.0239142,-0.0757126,-0.0517984,-0.000254891,0.0150915,0.0153464,0.00880531,0.0125263,0.00372102,0.000958053,0.00116505,0.000207
-0.116751,-0.11676,-8.24883E-06,-0.140019,-0.140061,-4.13781E-05,0.0633,0.0632914,-8.59501E-06,-2.92668,-2.9269,-0.000220442,-0.00909822,-0.00907791,2.03036E-05,1.29563,1.29582,0.000191648,-0.000568649,-0.000566606,2.04282E-06,0.421568,0.421497,-7.03074E-05,0.00212684,0.00211918,-7.65626E-06,0.00103097,0.00819032,0.00715935,0.00518078,-0.0249939,-0.0301747,0.00107387,-0.00706738,-0.00814125,0.0275488,0.0519739,0.0244251,-0.0025427,-0.0131941,-0.0106514,-0.0239464,-0.0757848,-0.0518384,-0.000254966,0.0150917,0.0153467,0.00878531,0.0125038,0.0037185,0.000957106,0.00116386,0.000206757
-0.116741,-0.116749,-8.24767E-06,-0.139968,-0.140009,-4.1536E-05,0.0633108,0.0633022,-8.59549E-06,-2.92641,-2.92663,-0.000220314,-0.00912359,-0.0091033,2.02893E-05,1.29539,1.29558,0.000191905,-0.000571202,-0.000569159,2.04344E-06,0.421655,0.421585,-7.01477E-05,0.0021364,0.00212875,-7.64871E-06,0.00103083,0.00818758,0.00715676,0.0052005,-0.0249737,-0.0301742,0.00107393,-0.00706373,-0.00813766,0.0275329,0.0519669,0.024434,-0.00254092,-0.0131917,-0.0106508,-0.0239786,-0.075857,-0.0518784,-0.000255046,0.0150919,0.015347,0.00876535,0.0124813,0.003716,0.000956163,0.00116268,0.000206514
-0.116731,-0.116739,-8.24663E-06,-0.139915,-0.139957,-4.16936E-05,0.0633215,0.0633129,-8.5961E-06,-2.92613,-2.92635,-0.000220187,-0.00914895,-0.00912867,2.02754E-05,1.29515,1.29534,0.000192162,-0.000573757,-0.000571713,2.0441E-06,0.421743,0.421673,-6.99883E-05,0.00214595,0.00213831,-7.6412E-06,0.0010307,0.00818486,0.00715416,0.0052202,-0.0249535,-0.0301737,0.00107401,-0.00706006,-0.00813407,0.0275171,0.05196,0.0244429,-0.00253918,-0.0131894,-0.0106502,-0.0240106,-0.0759291,-0.0519185,-0.000255132,0.0150922,0.0153473,0.00874544,0.0124589,0.00371349,0.000955225,0.0011615,0.000206271
-0.11672,-0.116729,-8.24574E-06,-0.139863,-0.139905,-4.18509E-05,0.0633323,0.0633237,-8.59684E-06,-2.92586,-2.92608,-0.000220061,-0.00917429,-0.00915402,2.0262E-05,1.29491,1.2951,0.000192417,-0.000576312,-0.000574267,2.04479E-06,0.42183,0.42176,-6.98294E-05,0.0021555,0.00214786,-7.63372E-06,0.0010306,0.00818215,0.00715155,0.00523986,-0.0249333,-0.0301732,0.0010741,-0.00705636,-0.00813046,0.0275012,0.051953,0.0244518,-0.00253751,-0.0131871,-0.0106496,-0.0240425,-0.076001,-0.0519585,-0.000255223,0.0150925,0.0153477,0.00872558,0.0124366,0.00371098,0.000954291,0.00116032,0.000206029
-0.11671,-0.116718,-8.24497E-06,-0.139811,-0.139853,-4.2008E-05,0.063343,0.0633344,-8.59771E-06,-2.92558,-2.9258,-0.000219934,-0.00919961,-0.00917936,2.02491E-05,1.29467,1.29486,0.000192672,-0.000578868,-0.000576822,2.04553E-06,0.421917,0.421848,-6.96708E-05,0.00216503,0.00215741,-7.62628E-06,0.00103051,0.00817945,0.00714894,0.0052595,-0.0249132,-0.0301727,0.00107422,-0.00705264,-0.00812686,0.0274854,0.0519461,0.0244607,-0.00253589,-0.0131849,-0.010649,-0.0240743,-0.0760728,-0.0519985,-0.000255318,0.0150927,0.015348,0.00870577,0.0124143,0.00370848,0.000953361,0.00115915,0.000205786
-0.1167,-0.116708,-8.24434E-06,-0.139758,-0.1398,-4.21649E-05,0.0633538,0.0633452,-8.59872E-06,-2.92531,-2.92553,-0.000219807,-0.00922492,-0.00920468,2.02366E-05,1.29443,1.29462,0.000192925,-0.000581425,-0.000579378,2.04631E-06,0.422004,0.421935,-6.95126E-05,0.00217456,0.00216694,-7.61888E-06,0.00103043,0.00817676,0.00714633,0.0052791,-0.0248931,-0.0301722,0.00107434,-0.0070489,-0.00812324,0.0274696,0.0519392,0.0244696,-0.00253433,-0.0131828,-0.0106485,-0.024106,-0.0761445,-0.0520385,-0.000255419,0.015093,0.0153484,0.00868601,0.012392,0.00370598,0.000952436,0.00115798,0.000205543
-0.11669,-0.116698,-8.24385E-06,-0.139705,-0.139747,-4.23215E-05,0.0633645,0.0633559,-8.59986E-06,-2.92503,-2.92525,-0.000219681,-0.00925021,-0.00922999,2.02246E-05,1.29418,1.29438,0.000193178,-0.000583983,-0.000581936,2.04712E-06,0.422091,0.422022,-6.93547E-05,0.00218407,0.00217646,-7.61151E-06,0.00103037,0.00817408,0.00714371,0.00529867,-0.0248731,-0.0301718,0.00107449,-0.00704513,-0.00811962,0.0274539,0.0519323,0.0244784,-0.00253283,-0.0131807,-0.0106479,-0.0241376,-0.0762161,-0.0520785,-0.000255524,0.0150933,0.0153488,0.00866629,0.0123698,0.00370348,0.000951516,0.00115682,0.000205301
-0.116679,-0.116687,-8.24348E-06,-0.139652,-0.139695,-4.24779E-05,0.0633752,0.0633667,-8.60113E-06,-2.92476,-2.92498,-0.000219555,-0.00927549,-0.00925528,2.0213E-05,1.29394,1.29414,0.000193429,-0.000586542,-0.000584494,2.04797E-06,0.422178,0.422108,-6.91973E-05,0.00219358,0.00218598,-7.60417E-06,0.00103033,0.00817141,0.00714108,0.00531822,-0.0248531,-0.0301713,0.00107465,-0.00704135,-0.008116,0.0274381,0.0519253,0.0244872,-0.00253138,-0.0131787,-0.0106473,-0.024169,-0.0762876,-0.0521186,-0.000255634,0.0150936,0.0153493,0.00864661,0.0123476,0.00370098,0.0009506,0.00115566,0.000205058
-0.116669,-0.116677,-8.24325E-06,-0.139599,-0.139641,-4.26341E-05,0.063386,0.0633774,-8.60254E-06,-2.92448,-2.9247,-0.000219429,-0.00930076,-0.00928055,2.02018E-05,1.2937,1.29389,0.00019368,-0.000589102,-0.000587053,2.04885E-06,0.422264,0.422195,-6.904E-05,0.00220308,0.00219548,-7.59686E-06,0.00103031,0.00816876,0.00713845,0.00533773,-0.0248331,-0.0301709,0.00107483,-0.00703754,-0.00811237,0.0274224,0.0519184,0.0244961,-0.00252999,-0.0131767,-0.0106467,-0.0242003,-0.0763589,-0.0521586,-0.000255747,0.015094,0.0153497,0.00862695,0.0123255,0.00369852,0.000949684,0.0011545,0.000204821
-0.116659,-0.116667,-8.24315E-06,-0.139545,-0.139588,-4.279E-05,0.0633968,0.0633882,-8.60407E-06,-2.92421,-2.92443,-0.000219304,-0.00932601,-0.00930582,2.01912E-05,1.29346,1.29365,0.00019393,-0.000591663,-0.000589613,2.04977E-06,0.42235,0.422281,-6.88828E-05,0.00221257,0.00220498,-7.58954E-06,0.0010303,0.00816611,0.00713581,0.00535721,-0.0248132,-0.0301704,0.00107502,-0.00703371,-0.00810873,0.0274067,0.0519116,0.0245049,-0.00252866,-0.0131747,-0.0106461,-0.0242315,-0.0764301,-0.0521986,-0.000255866,0.0150943,0.0153502,0.0086073,0.0123034,0.00369606,0.00094877,0.00115335,0.000204582
-0.116648,-0.116657,-8.24318E-06,-0.139492,-0.139535,-4.29457E-05,0.0634075,0.0633989,-8.60573E-06,-2.92393,-2.92415,-0.000219178,-0.00935125,-0.00933106,2.01809E-05,1.29322,1.29341,0.000194178,-0.000594225,-0.000592175,2.05073E-06,0.422436,0.422367,-6.87259E-05,0.00222205,0.00221447,-7.58226E-06,0.00103031,0.00816347,0.00713316,0.00537667,-0.0247933,-0.03017,0.00107523,-0.00702986,-0.00810509,0.027391,0.0519047,0.0245136,-0.00252737,-0.0131728,-0.0106455,-0.0242626,-0.0765012,-0.0522386,-0.000255989,0.0150946,0.0153506,0.00858772,0.0122813,0.00369358,0.000947862,0.0011522,0.000204341
-0.116638,-0.116646,-8.24334E-06,-0.139438,-0.139481,-4.31011E-05,0.0634183,0.0634097,-8.60752E-06,-2.92366,-2.92388,-0.000219053,-0.00937647,-0.0093563,2.01711E-05,1.29297,1.29317,0.000194426,-0.000596789,-0.000594737,2.05172E-06,0.422522,0.422453,-6.85696E-05,0.00223152,0.00222394,-7.57504E-06,0.00103033,0.00816085,0.00713051,0.00539609,-0.0247735,-0.0301696,0.00107546,-0.00702598,-0.00810144,0.0273754,0.0518978,0.0245224,-0.00252615,-0.013171,-0.0106449,-0.0242936,-0.0765722,-0.0522787,-0.000256116,0.015095,0.0153511,0.00856818,0.0122593,0.00369109,0.000946961,0.00115106,0.000204099
